episode_id,molecule_id,component_id,split,source_doi,series_id,pressure_ceiling_Pa,T_min_K,T_max_K,T_span_K,temperature_levels,warm_levels,cold_levels,episode_eligible,anchor_record_ids_json,cold_target_record_ids_json,anchor_count,cold_record_count,cold_temperature_level_count
ep_54cab27bed47447d,mol_1a56e24870b3472e,grp_5dea7427c65d07c7,train,10.1021/je0255980,10.1021/je0255980#d8#p1,10000,276.2,308,31.8,17,4,5,True,"[""10.1021/je0255980#d8#p1#r15"",""10.1021/je0255980#d8#p1#r16"",""10.1021/je0255980#d8#p1#r18""]","[""10.1021/je0255980#d8#p1#r1"",""10.1021/je0255980#d8#p1#r2"",""10.1021/je0255980#d8#p1#r3"",""10.1021/je0255980#d8#p1#r4"",""10.1021/je0255980#d8#p1#r5"",""10.1021/je0255980#d8#p1#r6""]",3,6,5
ep_54ed30dc648379cf,mol_1d9a0acab04fdcd1,grp_2ccb72ac35a31331,train,10.1016/j.jct.2015.02.001,10.1016/j.jct.2015.02.001#d2#p1,10000,276.7,312.2,35.5,13,5,4,True,"[""10.1016/j.jct.2015.02.001#d2#p1#r9"",""10.1016/j.jct.2015.02.001#d2#p1#r11"",""10.1016/j.jct.2015.02.001#d2#p1#r13""]","[""10.1016/j.jct.2015.02.001#d2#p1#r1"",""10.1016/j.jct.2015.02.001#d2#p1#r2"",""10.1016/j.jct.2015.02.001#d2#p1#r3"",""10.1016/j.jct.2015.02.001#d2#p1#r4""]",3,4,4
ep_55b9995e43a89a20,mol_ea2566e6eed8815a,grp_554ad3ddcfbe3579,test,10.1016/j.jct.2011.05.004,10.1016/j.jct.2011.05.004#d1#p1,10000,279.1,341,61.9,23,8,6,True,"[""10.1016/j.jct.2011.05.004#d1#p1#r16"",""10.1016/j.jct.2011.05.004#d1#p1#r19"",""10.1016/j.jct.2011.05.004#d1#p1#r23""]","[""10.1016/j.jct.2011.05.004#d1#p1#r1"",""10.1016/j.jct.2011.05.004#d1#p1#r2"",""10.1016/j.jct.2011.05.004#d1#p1#r3"",""10.1016/j.jct.2011.05.004#d1#p1#r4"",""10.1016/j.jct.2011.05.004#d1#p1#r5"",""10.1016/j.jct.2011.05.004#d1#p1#r6""]",3,6,6
ep_55f78fc340defd15,mol_4603750e706845d0,grp_cd9f232caa190183,validation,10.1016/j.jct.2012.04.006,10.1016/j.jct.2012.04.006#d12#p1,10000,292.33,369.54,77.21,40,12,12,True,"[""10.1016/j.jct.2012.04.006#d12#p1#r34"",""10.1016/j.jct.2012.04.006#d12#p1#r39"",""10.1016/j.jct.2012.04.006#d12#p1#r45""]","[""10.1016/j.jct.2012.04.006#d12#p1#r10"",""10.1016/j.jct.2012.04.006#d12#p1#r11"",""10.1016/j.jct.2012.04.006#d12#p1#r12"",""10.1016/j.jct.2012.04.006#d12#p1#r13"",""10.1016/j.jct.2012.04.006#d12#p1#r14"",""10.1016/j.jct.2012.04.006#d12#p1#r15"",""10.1016/j.jct.2012.04.006#d12#p1#r16"",""10.1016/j.jct.2012.04.006#d12#p1#r17"",""10.1016/j.jct.2012.04.006#d12#p1#r6"",""10.1016/j.jct.2012.04.006#d12#p1#r7"",""10.1016/j.jct.2012.04.006#d12#p1#r8"",""10.1016/j.jct.2012.04.006#d12#p1#r9""]",3,12,12
ep_5655257cd52585d3,mol_1910e4e6f96d50ef,grp_468c9a97902f6f3f,test,10.1016/j.fluid.2014.12.023,10.1016/j.fluid.2014.12.023#d10#p1,10000,280.8,317.6,36.8,20,4,8,True,"[""10.1016/j.fluid.2014.12.023#d10#p1#r17"",""10.1016/j.fluid.2014.12.023#d10#p1#r18"",""10.1016/j.fluid.2014.12.023#d10#p1#r20""]","[""10.1016/j.fluid.2014.12.023#d10#p1#r1"",""10.1016/j.fluid.2014.12.023#d10#p1#r2"",""10.1016/j.fluid.2014.12.023#d10#p1#r3"",""10.1016/j.fluid.2014.12.023#d10#p1#r4"",""10.1016/j.fluid.2014.12.023#d10#p1#r5"",""10.1016/j.fluid.2014.12.023#d10#p1#r6"",""10.1016/j.fluid.2014.12.023#d10#p1#r7"",""10.1016/j.fluid.2014.12.023#d10#p1#r8""]",3,8,8
ep_56718fc7423cb43b,mol_e53a559272965ffc,grp_e53a559272965ffc,train,10.1021/acs.jced.5b00978,10.1021/acs.jced.5b00978#d4#p1,10000,339.83,393.05,53.22,19,6,6,True,"[""10.1021/acs.jced.5b00978#d4#p1#r14"",""10.1021/acs.jced.5b00978#d4#p1#r16"",""10.1021/acs.jced.5b00978#d4#p1#r19""]","[""10.1021/acs.jced.5b00978#d4#p1#r1"",""10.1021/acs.jced.5b00978#d4#p1#r2"",""10.1021/acs.jced.5b00978#d4#p1#r3"",""10.1021/acs.jced.5b00978#d4#p1#r4"",""10.1021/acs.jced.5b00978#d4#p1#r5"",""10.1021/acs.jced.5b00978#d4#p1#r6""]",3,6,6
ep_57780ee15d40f49f,mol_17a72fa1b6a75538,grp_69e3066d23c835df,test,10.1021/je025634v,10.1021/je025634v#d14#p1,10000,293.2,332.2,39,23,5,7,True,"[""10.1021/je025634v#d14#p1#r23"",""10.1021/je025634v#d14#p1#r26"",""10.1021/je025634v#d14#p1#r30""]","[""10.1021/je025634v#d14#p1#r1"",""10.1021/je025634v#d14#p1#r3"",""10.1021/je025634v#d14#p1#r4"",""10.1021/je025634v#d14#p1#r5"",""10.1021/je025634v#d14#p1#r6"",""10.1021/je025634v#d14#p1#r7"",""10.1021/je025634v#d14#p1#r8"",""10.1021/je025634v#d14#p1#r9""]",3,8,7
ep_57cedc54d4ac8bd7,mol_ad64c2cfe3c93488,grp_69e3066d23c835df,test,10.1021/je025634v,10.1021/je025634v#d3#p1,10000,274.1,318.2,44.1,20,5,7,True,"[""10.1021/je025634v#d3#p1#r16"",""10.1021/je025634v#d3#p1#r18"",""10.1021/je025634v#d3#p1#r20""]","[""10.1021/je025634v#d3#p1#r1"",""10.1021/je025634v#d3#p1#r2"",""10.1021/je025634v#d3#p1#r3"",""10.1021/je025634v#d3#p1#r4"",""10.1021/je025634v#d3#p1#r5"",""10.1021/je025634v#d3#p1#r6"",""10.1021/je025634v#d3#p1#r7""]",3,7,7
ep_57d2abeb85f3d5c3,mol_582f643aeadf8be3,grp_5085cd785cc4c7f4,test,10.1016/j.jct.2013.05.047,10.1016/j.jct.2013.05.047#d16#p1,10000,275.44,331.02,55.58,29,9,9,True,"[""10.1016/j.jct.2013.05.047#d16#p1#r22"",""10.1016/j.jct.2013.05.047#d16#p1#r26"",""10.1016/j.jct.2013.05.047#d16#p1#r30""]","[""10.1016/j.jct.2013.05.047#d16#p1#r10"",""10.1016/j.jct.2013.05.047#d16#p1#r2"",""10.1016/j.jct.2013.05.047#d16#p1#r3"",""10.1016/j.jct.2013.05.047#d16#p1#r4"",""10.1016/j.jct.2013.05.047#d16#p1#r5"",""10.1016/j.jct.2013.05.047#d16#p1#r6"",""10.1016/j.jct.2013.05.047#d16#p1#r7"",""10.1016/j.jct.2013.05.047#d16#p1#r8"",""10.1016/j.jct.2013.05.047#d16#p1#r9""]",3,9,9
ep_58127d2ca4863b48,mol_6a1b88d7d4729d66,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2007.09.002,10.1016/j.fluid.2007.09.002#d2#p1,10000,263.15,343.15,80,10,3,3,True,"[""10.1016/j.fluid.2007.09.002#d2#p1#r8"",""10.1016/j.fluid.2007.09.002#d2#p1#r9"",""10.1016/j.fluid.2007.09.002#d2#p1#r10""]","[""10.1016/j.fluid.2007.09.002#d2#p1#r1"",""10.1016/j.fluid.2007.09.002#d2#p1#r2"",""10.1016/j.fluid.2007.09.002#d2#p1#r3""]",3,3,3
ep_58cf07ed13799ef4,mol_d4ef113b8d2f1614,grp_01b36fcba0323968,validation,10.1016/j.fluid.2004.11.024,10.1016/j.fluid.2004.11.024#d3#p1,10000,293.2,333.2,40,16,6,4,True,"[""10.1016/j.fluid.2004.11.024#d3#p1#r11"",""10.1016/j.fluid.2004.11.024#d3#p1#r13"",""10.1016/j.fluid.2004.11.024#d3#p1#r16""]","[""10.1016/j.fluid.2004.11.024#d3#p1#r1"",""10.1016/j.fluid.2004.11.024#d3#p1#r2"",""10.1016/j.fluid.2004.11.024#d3#p1#r3"",""10.1016/j.fluid.2004.11.024#d3#p1#r4""]",3,4,4
ep_58d3db7bf134b49c,mol_757f79c7ac5d216c,grp_5dea7427c65d07c7,train,10.1021/je100231g,10.1021/je100231g#d5#p1,10000,303.5,352.2,48.7,15,6,3,True,"[""10.1021/je100231g#d5#p1#r10"",""10.1021/je100231g#d5#p1#r12"",""10.1021/je100231g#d5#p1#r15""]","[""10.1021/je100231g#d5#p1#r1"",""10.1021/je100231g#d5#p1#r2"",""10.1021/je100231g#d5#p1#r3""]",3,3,3
ep_59360b57d04c6afd,mol_f66338fbde75d97f,grp_756fd67e09bf04a3,validation,10.1016/j.jct.2015.07.025,10.1016/j.jct.2015.07.025#d5#p1,10000,302.1,334.9,32.8,15,4,5,True,"[""10.1016/j.jct.2015.07.025#d5#p1#r13"",""10.1016/j.jct.2015.07.025#d5#p1#r14"",""10.1016/j.jct.2015.07.025#d5#p1#r16""]","[""10.1016/j.jct.2015.07.025#d5#p1#r1"",""10.1016/j.jct.2015.07.025#d5#p1#r2"",""10.1016/j.jct.2015.07.025#d5#p1#r3"",""10.1016/j.jct.2015.07.025#d5#p1#r4"",""10.1016/j.jct.2015.07.025#d5#p1#r5""]",3,5,5
ep_5a05b8cf81e824aa,mol_df36260e25a0f59a,grp_5dea7427c65d07c7,train,10.1016/j.jct.2011.08.009,10.1016/j.jct.2011.08.009#d3#p1,10000,273.15,334,60.85,14,4,4,True,"[""10.1016/j.jct.2011.08.009#d3#p1#r29"",""10.1016/j.jct.2011.08.009#d3#p1#r13"",""10.1016/j.jct.2011.08.009#d3#p1#r17""]","[""10.1016/j.jct.2011.08.009#d3#p1#r1"",""10.1016/j.jct.2011.08.009#d3#p1#r2"",""10.1016/j.jct.2011.08.009#d3#p1#r24"",""10.1016/j.jct.2011.08.009#d3#p1#r25""]",3,4,4
ep_5a35512902fa91d6,mol_71d5b9a9d56bd487,grp_5dea7427c65d07c7,train,10.1016/j.jct.2014.04.022,10.1016/j.jct.2014.04.022#d1#p1,10000,253.15,308.15,55,13,4,4,True,"[""10.1016/j.jct.2014.04.022#d1#p1#r37"",""10.1016/j.jct.2014.04.022#d1#p1#r40"",""10.1016/j.jct.2014.04.022#d1#p1#r46""]","[""10.1016/j.jct.2014.04.022#d1#p1#r10"",""10.1016/j.jct.2014.04.022#d1#p1#r13"",""10.1016/j.jct.2014.04.022#d1#p1#r16"",""10.1016/j.jct.2014.04.022#d1#p1#r17"",""10.1016/j.jct.2014.04.022#d1#p1#r19"",""10.1016/j.jct.2014.04.022#d1#p1#r20""]",3,6,4
ep_5b143476f0d7e2c2,mol_bd766895d345d764,grp_5dea7427c65d07c7,train,10.1021/je049761y,10.1021/je049761y#d2#p1,10000,274.9,320.2,45.3,15,5,5,True,"[""10.1021/je049761y#d2#p1#r12"",""10.1021/je049761y#d2#p1#r14"",""10.1021/je049761y#d2#p1#r16""]","[""10.1021/je049761y#d2#p1#r1"",""10.1021/je049761y#d2#p1#r2"",""10.1021/je049761y#d2#p1#r3"",""10.1021/je049761y#d2#p1#r4"",""10.1021/je049761y#d2#p1#r5""]",3,5,5
ep_5c10e9306129752e,mol_b0b231c8f928cfec,grp_b0b231c8f928cfec,test,10.1016/j.jct.2003.12.012,10.1016/j.jct.2003.12.012#d10#p1,10000,359.977,459.961,99.984,12,4,4,True,"[""10.1016/j.jct.2003.12.012#d10#p1#r9"",""10.1016/j.jct.2003.12.012#d10#p1#r10"",""10.1016/j.jct.2003.12.012#d10#p1#r12""]","[""10.1016/j.jct.2003.12.012#d10#p1#r1"",""10.1016/j.jct.2003.12.012#d10#p1#r2"",""10.1016/j.jct.2003.12.012#d10#p1#r3"",""10.1016/j.jct.2003.12.012#d10#p1#r4""]",3,4,4
ep_5c97d4e1bb653ba3,mol_de3e3d42cdadcfe7,grp_81ebf8339e108f8a,train,10.1016/j.jct.2012.07.027,10.1016/j.jct.2012.07.027#d4#p1,10000,285.3,333.97,48.67,27,8,8,True,"[""10.1016/j.jct.2012.07.027#d4#p1#r20"",""10.1016/j.jct.2012.07.027#d4#p1#r23"",""10.1016/j.jct.2012.07.027#d4#p1#r27""]","[""10.1016/j.jct.2012.07.027#d4#p1#r1"",""10.1016/j.jct.2012.07.027#d4#p1#r2"",""10.1016/j.jct.2012.07.027#d4#p1#r3"",""10.1016/j.jct.2012.07.027#d4#p1#r4"",""10.1016/j.jct.2012.07.027#d4#p1#r5"",""10.1016/j.jct.2012.07.027#d4#p1#r6"",""10.1016/j.jct.2012.07.027#d4#p1#r7"",""10.1016/j.jct.2012.07.027#d4#p1#r8""]",3,8,8
ep_5cc5a98506092c05,mol_d064518a6abf0367,grp_2ccb72ac35a31331,train,10.1016/j.jct.2015.02.001,10.1016/j.jct.2015.02.001#d3#p1,10000,275.2,308,32.8,19,6,6,True,"[""10.1016/j.jct.2015.02.001#d3#p1#r15"",""10.1016/j.jct.2015.02.001#d3#p1#r18"",""10.1016/j.jct.2015.02.001#d3#p1#r21""]","[""10.1016/j.jct.2015.02.001#d3#p1#r1"",""10.1016/j.jct.2015.02.001#d3#p1#r2"",""10.1016/j.jct.2015.02.001#d3#p1#r3"",""10.1016/j.jct.2015.02.001#d3#p1#r4"",""10.1016/j.jct.2015.02.001#d3#p1#r5"",""10.1016/j.jct.2015.02.001#d3#p1#r6""]",3,6,6
ep_5e5a004003272cfa,mol_9d47f5f4c0b23422,grp_eacde2a75ccb5ff9,train,10.1021/je060472e,10.1021/je060472e#d12#p1,10000,273.26,320.52,47.26,20,6,6,True,"[""10.1021/je060472e#d12#p1#r29"",""10.1021/je060472e#d12#p1#r33"",""10.1021/je060472e#d12#p1#r39""]","[""10.1021/je060472e#d12#p1#r1"",""10.1021/je060472e#d12#p1#r10"",""10.1021/je060472e#d12#p1#r11"",""10.1021/je060472e#d12#p1#r3"",""10.1021/je060472e#d12#p1#r4"",""10.1021/je060472e#d12#p1#r5"",""10.1021/je060472e#d12#p1#r6"",""10.1021/je060472e#d12#p1#r7"",""10.1021/je060472e#d12#p1#r8""]",3,9,6
ep_5e6fed8cf007d4e6,mol_924b90bf9563cf86,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2005.09.011,10.1016/j.fluid.2005.09.011#d1#p1,10000,289.31,333.14,43.83,10,3,3,True,"[""10.1016/j.fluid.2005.09.011#d1#p1#r8"",""10.1016/j.fluid.2005.09.011#d1#p1#r9"",""10.1016/j.fluid.2005.09.011#d1#p1#r10""]","[""10.1016/j.fluid.2005.09.011#d1#p1#r1"",""10.1016/j.fluid.2005.09.011#d1#p1#r2"",""10.1016/j.fluid.2005.09.011#d1#p1#r3""]",3,3,3
ep_5e91ce68ae3943ad,mol_4581eaef241767fe,grp_5dea7427c65d07c7,train,10.1021/je400783h,10.1021/je400783h#d8#p1,10000,303.15,383.15,80,17,5,5,True,"[""10.1021/je400783h#d8#p1#r13"",""10.1021/je400783h#d8#p1#r15"",""10.1021/je400783h#d8#p1#r17""]","[""10.1021/je400783h#d8#p1#r1"",""10.1021/je400783h#d8#p1#r2"",""10.1021/je400783h#d8#p1#r3"",""10.1021/je400783h#d8#p1#r4"",""10.1021/je400783h#d8#p1#r5""]",3,5,5
ep_5eaeb7317979704d,mol_440a94c527338aad,grp_5dea7427c65d07c7,train,10.1021/acs.jced.6b00576,10.1021/acs.jced.6b00576#d12#p1,10000,274.39,319.47,45.08,18,5,7,True,"[""10.1021/acs.jced.6b00576#d12#p1#r15"",""10.1021/acs.jced.6b00576#d12#p1#r18"",""10.1021/acs.jced.6b00576#d12#p1#r20""]","[""10.1021/acs.jced.6b00576#d12#p1#r1"",""10.1021/acs.jced.6b00576#d12#p1#r2"",""10.1021/acs.jced.6b00576#d12#p1#r3"",""10.1021/acs.jced.6b00576#d12#p1#r4"",""10.1021/acs.jced.6b00576#d12#p1#r5"",""10.1021/acs.jced.6b00576#d12#p1#r6"",""10.1021/acs.jced.6b00576#d12#p1#r7""]",3,7,7
ep_60731687ee2d8d70,mol_a41185fe88971a35,grp_5ed1239f1de5ca2c,validation,10.1016/j.jct.2018.07.020,10.1016/j.jct.2018.07.020#d14#p1,10000,298.2,358.2,60,14,5,3,True,"[""10.1016/j.jct.2018.07.020#d14#p1#r11"",""10.1016/j.jct.2018.07.020#d14#p1#r13"",""10.1016/j.jct.2018.07.020#d14#p1#r15""]","[""10.1016/j.jct.2018.07.020#d14#p1#r1"",""10.1016/j.jct.2018.07.020#d14#p1#r2"",""10.1016/j.jct.2018.07.020#d14#p1#r3""]",3,3,3
ep_613f3c14ed1b5c3c,mol_deac46acd3625ae3,grp_9a6e5ce866866615,validation,10.1016/j.jct.2010.05.002,10.1016/j.jct.2010.05.002#d6#p1,10000,323.2,353.2,30,14,4,5,True,"[""10.1016/j.jct.2010.05.002#d6#p1#r11"",""10.1016/j.jct.2010.05.002#d6#p1#r12"",""10.1016/j.jct.2010.05.002#d6#p1#r14""]","[""10.1016/j.jct.2010.05.002#d6#p1#r1"",""10.1016/j.jct.2010.05.002#d6#p1#r2"",""10.1016/j.jct.2010.05.002#d6#p1#r3"",""10.1016/j.jct.2010.05.002#d6#p1#r4"",""10.1016/j.jct.2010.05.002#d6#p1#r5""]",3,5,5
ep_615c7d588943174e,mol_3e3fe40dbc9b9649,grp_5ed1239f1de5ca2c,validation,10.1016/j.jct.2014.04.026,10.1016/j.jct.2014.04.026#d7#p1,10000,253.9,293.27,39.37,21,6,7,True,"[""10.1016/j.jct.2014.04.026#d7#p1#r16"",""10.1016/j.jct.2014.04.026#d7#p1#r18"",""10.1016/j.jct.2014.04.026#d7#p1#r21""]","[""10.1016/j.jct.2014.04.026#d7#p1#r1"",""10.1016/j.jct.2014.04.026#d7#p1#r2"",""10.1016/j.jct.2014.04.026#d7#p1#r3"",""10.1016/j.jct.2014.04.026#d7#p1#r4"",""10.1016/j.jct.2014.04.026#d7#p1#r5"",""10.1016/j.jct.2014.04.026#d7#p1#r6"",""10.1016/j.jct.2014.04.026#d7#p1#r7""]",3,7,7
ep_619d2666dd7add38,mol_edce7975f30639d1,grp_edce7975f30639d1,validation,10.1021/je800122x,10.1021/je800122x#d5#p1,10000,303.15,367.15,64,11,6,2,True,"[""10.1021/je800122x#d5#p1#r6"",""10.1021/je800122x#d5#p1#r8"",""10.1021/je800122x#d5#p1#r11""]","[""10.1021/je800122x#d5#p1#r1"",""10.1021/je800122x#d5#p1#r2""]",3,2,2
ep_61a2dfdd2b9ccaeb,mol_6164d1ee39a4a3b0,grp_6164d1ee39a4a3b0,test,10.1016/j.jct.2007.03.011,10.1016/j.jct.2007.03.011#d1#p1,10000,306.3,361.8,55.5,22,4,7,True,"[""10.1016/j.jct.2007.03.011#d1#p1#r21"",""10.1016/j.jct.2007.03.011#d1#p1#r22"",""10.1016/j.jct.2007.03.011#d1#p1#r24""]","[""10.1016/j.jct.2007.03.011#d1#p1#r1"",""10.1016/j.jct.2007.03.011#d1#p1#r2"",""10.1016/j.jct.2007.03.011#d1#p1#r3"",""10.1016/j.jct.2007.03.011#d1#p1#r4"",""10.1016/j.jct.2007.03.011#d1#p1#r5"",""10.1016/j.jct.2007.03.011#d1#p1#r6"",""10.1016/j.jct.2007.03.011#d1#p1#r7""]",3,7,7
ep_61c4e6a17348f7a3,mol_d1cff4074d63e826,grp_468c9a97902f6f3f,test,10.1016/j.fluid.2014.12.023,10.1016/j.fluid.2014.12.023#d2#p1,10000,277.5,319.2,41.7,16,5,6,True,"[""10.1016/j.fluid.2014.12.023#d2#p1#r15"",""10.1016/j.fluid.2014.12.023#d2#p1#r17"",""10.1016/j.fluid.2014.12.023#d2#p1#r19""]","[""10.1016/j.fluid.2014.12.023#d2#p1#r1"",""10.1016/j.fluid.2014.12.023#d2#p1#r2"",""10.1016/j.fluid.2014.12.023#d2#p1#r3"",""10.1016/j.fluid.2014.12.023#d2#p1#r4"",""10.1016/j.fluid.2014.12.023#d2#p1#r5"",""10.1016/j.fluid.2014.12.023#d2#p1#r6"",""10.1016/j.fluid.2014.12.023#d2#p1#r7"",""10.1016/j.fluid.2014.12.023#d2#p1#r8"",""10.1016/j.fluid.2014.12.023#d2#p1#r9""]",3,9,6
ep_62ef056e5302fa65,mol_d3125f71fb8f9281,grp_5dea7427c65d07c7,train,10.1021/je0497799,10.1021/je0497799#d1#p1,10000,329.2,363.2,34,19,7,4,True,"[""10.1021/je0497799#d1#p1#r16"",""10.1021/je0497799#d1#p1#r20"",""10.1021/je0497799#d1#p1#r24""]","[""10.1021/je0497799#d1#p1#r1"",""10.1021/je0497799#d1#p1#r2"",""10.1021/je0497799#d1#p1#r3"",""10.1021/je0497799#d1#p1#r4""]",3,4,4
ep_630edae0d3d3d4ab,mol_2465ec339bda2cbb,grp_5dea7427c65d07c7,train,10.1021/je300736k,10.1021/je300736k#d1#p1,10000,278.15,318.15,40,9,3,3,True,"[""10.1021/je300736k#d1#p1#r7"",""10.1021/je300736k#d1#p1#r8"",""10.1021/je300736k#d1#p1#r9""]","[""10.1021/je300736k#d1#p1#r1"",""10.1021/je300736k#d1#p1#r2"",""10.1021/je300736k#d1#p1#r3""]",3,3,3
ep_64cee8b24945683f,mol_d6ae19349f751551,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2012.08.003,10.1016/j.fluid.2012.08.003#d2#p1,10000,275.4,313.4,38,9,3,3,True,"[""10.1016/j.fluid.2012.08.003#d2#p1#r10"",""10.1016/j.fluid.2012.08.003#d2#p1#r11"",""10.1016/j.fluid.2012.08.003#d2#p1#r13""]","[""10.1016/j.fluid.2012.08.003#d2#p1#r1"",""10.1016/j.fluid.2012.08.003#d2#p1#r2"",""10.1016/j.fluid.2012.08.003#d2#p1#r3""]",3,3,3
ep_653b614400a276e0,mol_8576484ee77b5757,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2019.112241,10.1016/j.fluid.2019.112241#d7#p1,10000,331.5,364.2,32.7,14,5,4,True,"[""10.1016/j.fluid.2019.112241#d7#p1#r17"",""10.1016/j.fluid.2019.112241#d7#p1#r19"",""10.1016/j.fluid.2019.112241#d7#p1#r21""]","[""10.1016/j.fluid.2019.112241#d7#p1#r10"",""10.1016/j.fluid.2019.112241#d7#p1#r6"",""10.1016/j.fluid.2019.112241#d7#p1#r7"",""10.1016/j.fluid.2019.112241#d7#p1#r8"",""10.1016/j.fluid.2019.112241#d7#p1#r9""]",3,5,4
ep_65e592228dfc5625,mol_8a01cf41c2268836,grp_5dea7427c65d07c7,train,10.1021/je050056e,10.1021/je050056e#d1#p1,10000,288.18,333.15,44.97,10,3,3,True,"[""10.1021/je050056e#d1#p1#r8"",""10.1021/je050056e#d1#p1#r9"",""10.1021/je050056e#d1#p1#r10""]","[""10.1021/je050056e#d1#p1#r1"",""10.1021/je050056e#d1#p1#r2"",""10.1021/je050056e#d1#p1#r3""]",3,3,3
ep_6654886f1f9dcb4a,mol_89cd7dc23b3db594,grp_81cd87be3fde4550,test,10.1016/j.jct.2012.05.013,10.1016/j.jct.2012.05.013#d4#p1,10000,322.96,382.51,59.55,13,4,4,True,"[""10.1016/j.jct.2012.05.013#d4#p1#r10"",""10.1016/j.jct.2012.05.013#d4#p1#r11"",""10.1016/j.jct.2012.05.013#d4#p1#r13""]","[""10.1016/j.jct.2012.05.013#d4#p1#r1"",""10.1016/j.jct.2012.05.013#d4#p1#r2"",""10.1016/j.jct.2012.05.013#d4#p1#r3"",""10.1016/j.jct.2012.05.013#d4#p1#r4""]",3,4,4
ep_6671d1a6cbdd3835,mol_06fbc6cb23a1cc98,grp_5dea7427c65d07c7,train,10.1021/je0497799,10.1021/je0497799#d3#p1,10000,282.2,323.6,41.4,18,5,5,True,"[""10.1021/je0497799#d3#p1#r14"",""10.1021/je0497799#d3#p1#r16"",""10.1021/je0497799#d3#p1#r18""]","[""10.1021/je0497799#d3#p1#r1"",""10.1021/je0497799#d3#p1#r2"",""10.1021/je0497799#d3#p1#r3"",""10.1021/je0497799#d3#p1#r4"",""10.1021/je0497799#d3#p1#r5""]",3,5,5
ep_66d4b2dde43f030f,mol_e356f62a95258c32,grp_5dea7427c65d07c7,train,10.1021/je200730m,10.1021/je200730m#d5#p1,10000,333.22,462.3,129.08,14,4,5,True,"[""10.1021/je200730m#d5#p1#r11"",""10.1021/je200730m#d5#p1#r12"",""10.1021/je200730m#d5#p1#r14""]","[""10.1021/je200730m#d5#p1#r1"",""10.1021/je200730m#d5#p1#r2"",""10.1021/je200730m#d5#p1#r3"",""10.1021/je200730m#d5#p1#r4"",""10.1021/je200730m#d5#p1#r5""]",3,5,5
ep_66f43a2e97985127,mol_abb2d836562cde77,grp_5dea7427c65d07c7,train,10.1021/je050334+,10.1021/je050334+#d2#p1,10000,283.9,332.5,48.6,20,5,7,True,"[""10.1021/je050334+#d2#p1#r16"",""10.1021/je050334+#d2#p1#r18"",""10.1021/je050334+#d2#p1#r20""]","[""10.1021/je050334+#d2#p1#r1"",""10.1021/je050334+#d2#p1#r2"",""10.1021/je050334+#d2#p1#r3"",""10.1021/je050334+#d2#p1#r4"",""10.1021/je050334+#d2#p1#r5"",""10.1021/je050334+#d2#p1#r6"",""10.1021/je050334+#d2#p1#r7""]",3,7,7
ep_68c577ea3021ede7,mol_e62082959f534889,grp_4099771604350c09,test,10.1021/je200336c,10.1021/je200336c#d7#p1,10000,325.1,372.8,47.7,18,5,6,True,"[""10.1021/je200336c#d7#p1#r17"",""10.1021/je200336c#d7#p1#r19"",""10.1021/je200336c#d7#p1#r21""]","[""10.1021/je200336c#d7#p1#r2"",""10.1021/je200336c#d7#p1#r3"",""10.1021/je200336c#d7#p1#r4"",""10.1021/je200336c#d7#p1#r5"",""10.1021/je200336c#d7#p1#r6"",""10.1021/je200336c#d7#p1#r7"",""10.1021/je200336c#d7#p1#r8"",""10.1021/je200336c#d7#p1#r9""]",3,8,6
ep_690f858b4572e65f,mol_41941ac4285969b3,grp_41941ac4285969b3,train,10.1021/je700546r,10.1021/je700546r#d27#p1,10000,364.6,394.9,30.3,15,3,6,True,"[""10.1021/je700546r#d27#p1#r10"",""10.1021/je700546r#d27#p1#r11"",""10.1021/je700546r#d27#p1#r12""]","[""10.1021/je700546r#d27#p1#r1"",""10.1021/je700546r#d27#p1#r13"",""10.1021/je700546r#d27#p1#r14"",""10.1021/je700546r#d27#p1#r15"",""10.1021/je700546r#d27#p1#r2"",""10.1021/je700546r#d27#p1#r3"",""10.1021/je700546r#d27#p1#r4""]",3,7,6
ep_6921665c61ab14ce,mol_4ffa7abfb5a2e402,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001,10.1016/j.fluid.2008.02.001#d4#p1,10000,278.1,313.2,35.1,14,5,4,True,"[""10.1016/j.fluid.2008.02.001#d4#p1#r10"",""10.1016/j.fluid.2008.02.001#d4#p1#r12"",""10.1016/j.fluid.2008.02.001#d4#p1#r14""]","[""10.1016/j.fluid.2008.02.001#d4#p1#r1"",""10.1016/j.fluid.2008.02.001#d4#p1#r2"",""10.1016/j.fluid.2008.02.001#d4#p1#r3"",""10.1016/j.fluid.2008.02.001#d4#p1#r4""]",3,4,4
