series_id,molecule_id,inchi,source_doi,T_min_K,T_max_K,T_span_K,temperature_levels,warm_levels,cold_levels,episode_eligible,monotonicity_flag,monotonicity_used_to_select_series
10.1016/j.tca.2011.07.023#d9#p1,mol_538c4f0d7c4ce97e,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",10.1016/j.tca.2011.07.023,298.15,298.15,0,1,1,1,False,False,False
10.1016/j.tca.2013.08.009#d3#p1,mol_b069af3da31010e5,"InChI=1S/C9H18O6/c1-7(2)10-12-8(3,4)14-15-9(5,6)13-11-7/h1-6H3",10.1016/j.tca.2013.08.009,371.65,410.35,38.7,17,4,5,True,True,False
10.1016/j.tca.2014.05.033#d11#p1,mol_1196b480b8769ed3,InChI=1S/C18H14/c1-3-9-15(10-4-1)17-13-7-8-14-18(17)16-11-5-2-6-12-16/h1-14H,10.1016/j.tca.2014.05.033,343.5,377.4,33.9,21,7,7,True,False,False
10.1016/j.tca.2014.05.033#d8#p1,mol_4446e9b31e59fba3,InChI=1S/C16H12/c1-2-7-13(8-3-1)16-12-6-10-14-9-4-5-11-15(14)16/h1-12H,10.1016/j.tca.2014.05.033,338,371,33,9,3,2,True,False,False
10.1016/j.tca.2015.02.004#d2#p1,mol_22a914e429e8f57c,"InChI=1S/C9H14Si/c1-10(2,3)9-7-5-4-6-8-9/h4-8H,1-3H3",10.1016/j.tca.2015.02.004,296.7,382.9,86.2,13,4,4,True,True,False
10.1016/j.tca.2015.02.004#d4#p1,mol_7eb75db0233cc0c1,"InChI=1S/C9H15NSi/c1-11(2,3)10-9-7-5-4-6-8-9/h4-8,10H,1-3H3",10.1016/j.tca.2015.02.004,311.6,411.6,100,11,5,3,True,True,False
10.1016/j.tca.2015.02.004#d7#p1,mol_8ced90bc6ccb8f46,"InChI=1S/C12H23NSi2/c1-14(2,3)13(15(4,5)6)12-10-8-7-9-11-12/h7-11H,1-6H3",10.1016/j.tca.2015.02.004,321.8,431.7,109.9,21,8,8,True,True,False
10.1016/j.tca.2015.02.004#d8#p1,mol_e7d60690a0df8ab7,"InChI=1S/C6H19NSi2/c1-8(2,3)7-9(4,5)6/h7H,1-6H3",10.1016/j.tca.2015.02.004,290.85,341.1,50.25,14,5,5,True,True,False
10.1016/j.tca.2015.03.016#d1#p1,mol_df36260e25a0f59a,"InChI=1S/C6H13N/c7-6-4-2-1-3-5-6/h6H,1-5,7H2",10.1016/j.tca.2015.03.016,283.2,308.3,25.1,10,3,3,False,False,False
10.1016/j.tca.2015.03.016#d2#p1,mol_2c26c5ea55ef74f0,"InChI=1S/C7H15N/c1-8-7-5-3-2-4-6-7/h7-8H,2-6H2,1H3",10.1016/j.tca.2015.03.016,275.2,314.2,39,14,4,4,True,False,False
10.1016/j.tca.2015.03.016#d3#p1,mol_87cb1e86dd100e73,"InChI=1S/C8H17N/c1-9(2)8-6-4-3-5-7-8/h8H,3-7H2,1-2H3",10.1016/j.tca.2015.03.016,275.35,314.3,38.95,14,4,4,True,False,False
10.1016/j.tca.2015.03.016#d4#p1,mol_752fe3dca8afa6dd,"InChI=1S/C12H23N/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h11-13H,1-10H2",10.1016/j.tca.2015.03.016,295.4,333.2,37.8,14,4,4,True,False,False
10.1016/j.tca.2015.04.011#d4#p1,mol_af4829eb52c939fe,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",10.1016/j.tca.2015.04.011,353.2,353.2,0,1,1,1,False,False,False
10.1016/j.tca.2015.08.013#d14#p1,mol_467811238401dcaa,"InChI=1S/C5H6O/c1-5-3-2-4-6-5/h2-4H,1H3",10.1016/j.tca.2015.08.013,285.37,294.3,8.93,6,3,2,False,False,False
10.1016/j.tca.2015.08.013#d21#p1,mol_489f01adfafa1d79,"InChI=1S/C6H8O/c1-5-3-4-6(2)7-5/h3-4H,1-2H3",10.1016/j.tca.2015.08.013,283.16,319.27,36.11,9,3,4,True,False,False
10.1016/j.tca.2016.06.014#d16#p1,mol_cb4bc58b27da9048,"InChI=1S/C6H11Br/c7-6-4-2-1-3-5-6/h6H,1-5H2",10.1016/j.tca.2016.06.014,277.5,297.3,19.8,12,3,3,False,False,False
10.1016/j.tca.2016.12.010#d1#p1,mol_327f3d3474e55905,"InChI=1S/C4H9NO/c1-3-6-4-2-5-1/h5H,1-4H2",10.1016/j.tca.2016.12.010,343.91,343.91,0,1,1,1,False,False,False
10.1016/j.tca.2016.12.010#d4#p1,mol_2e538f5e181d5946,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",10.1016/j.tca.2016.12.010,436.56,436.56,0,1,1,1,False,False,False
10.1016/j.tca.2017.07.001#d1#p1,mol_39ce5f6b5769ea06,"InChI=1S/C3H7NO2/c1-3(2)4(5)6/h3H,1-2H3",10.1016/j.tca.2017.07.001,274.75,314.1,39.35,9,3,3,True,True,False
10.1016/j.tca.2017.07.001#d2#p1,mol_653d9692caede90e,"InChI=1S/C4H9NO2/c1-4(2,3)5(6)7/h1-3H3",10.1016/j.tca.2017.07.001,299.3,328.1,28.8,10,2,3,False,False,False
10.1016/j.tca.2017.12.006#d1#p1,mol_94e6e3bf1a1fa03f,"InChI=1S/C6H10O3/c1-5(7)3-4-6(8)9-2/h3-4H2,1-2H3",10.1016/j.tca.2017.12.006,293.5,353.2,59.7,13,4,4,True,False,False
10.1016/j.tca.2017.12.006#d2#p1,mol_90b69659cd0ca4f3,"InChI=1S/C7H12O3/c1-3-10-7(9)5-4-6(2)8/h3-5H2,1-2H3",10.1016/j.tca.2017.12.006,293.5,348.8,55.3,12,4,4,True,False,False
10.1016/j.tca.2017.12.006#d3#p1,mol_6a2881146cb0a319,"InChI=1S/C9H16O3/c1-3-4-7-12-9(11)6-5-8(2)10/h3-7H2,1-2H3",10.1016/j.tca.2017.12.006,298.2,347.8,49.6,11,3,4,True,False,False
10.1016/j.tca.2018.05.009#d2#p1,mol_e34c33a88a00d971,InChI=1S/C4H6O3/c1-3(5)4(6)7-2/h1-2H3,10.1016/j.tca.2018.05.009,279.4,307.8,28.4,12,2,6,False,False,False
10.1016/j.tca.2018.07.016#d1#p1,mol_f599bee9d7f71e01,"InChI=1S/C6H13N/c1-2-4-6-7-5-3-1/h7H,1-6H2",10.1016/j.tca.2018.07.016,275.3,321.2,45.9,15,5,5,True,False,False
10.1016/j.tca.2018.07.016#d2#p1,mol_3990f91812cec3f3,"InChI=1S/C7H15N/c1-2-4-6-8-7-5-3-1/h8H,1-7H2",10.1016/j.tca.2018.07.016,276.1,324.9,48.8,18,5,5,True,True,False
10.1016/j.tca.2018.07.016#d3#p1,mol_6175878e18979484,"InChI=1S/C8H17N/c1-2-4-6-8-9-7-5-3-1/h9H,1-8H2",10.1016/j.tca.2018.07.016,274.6,323.4,48.8,11,4,4,True,False,False
10.1016/j.tca.2018.07.026#d3#p1,mol_0f0591160b233804,InChI=1S/C11H7N/c12-8-10-6-3-5-9-4-1-2-7-11(9)10/h1-7H,10.1016/j.tca.2018.07.026,317.4,353.2,35.8,15,5,4,True,False,False
10.1016/j.tca.2019.05.011#d1#p1,mol_83a135e5c50b66c1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",10.1016/j.tca.2019.05.011,297.8,315.8,18,3,1,2,False,False,False
10.1016/j.tca.2019.178413#d1#p1,mol_360d41877d5341ed,"InChI=1S/C7H8O/c1-8-7-5-3-2-4-6-7/h2-6H,1H3",10.1016/j.tca.2019.178413,313.2,313.2,0,1,1,1,False,False,False
10.1016/j.tca.2019.178413#d3#p1,mol_b44b37c017007981,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",10.1016/j.tca.2019.178413,313.2,313.2,0,1,1,1,False,False,False
10.1021/acs.jced.5b00255#d2#p1,mol_cb21e768ef2b1f0d,"InChI=1S/C10H16O2Si/c1-4-13(11-2,12-3)10-8-6-5-7-9-10/h5-9H,4H2,1-3H3",10.1021/acs.jced.5b00255,373.53,428.51,54.98,11,4,3,True,False,False
10.1021/acs.jced.5b00255#d4#p1,mol_d57bff6112d57ec0,"InChI=1S/C12H20O2Si/c1-4-13-15(6-3,14-5-2)12-10-8-7-9-11-12/h7-11H,4-6H2,1-3H3",10.1021/acs.jced.5b00255,400.94,450.61,49.67,5,2,3,False,False,False
10.1021/acs.jced.5b00537#d2#p1,mol_f32efffa3cd8e3f1,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",10.1021/acs.jced.5b00537,296.655,336.26,39.605,29,9,6,True,True,False
10.1021/acs.jced.5b00537#d6#p1,mol_8b6a2383c538f690,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",10.1021/acs.jced.5b00537,296.87,342.515,45.645,22,7,6,True,True,False
10.1021/acs.jced.5b00545#d4#p1,mol_132e4cfc5e4bd727,"InChI=1S/C17H34O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19-2/h3-16H2,1-2H3",10.1021/acs.jced.5b00545,407.12,447.06,39.94,15,6,3,True,False,False
10.1021/acs.jced.5b00606#d4#p1,mol_dbe771e1f1ced6a0,InChI=1S/C6H5N3/c1-3-9-4-2-8-6(9)5-7-1/h1-5H,10.1021/acs.jced.5b00606,369.6,393.4,23.8,8,3,2,False,False,False
10.1021/acs.jced.5b00752#d2#p1,mol_e43335be86f26619,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,10.1021/acs.jced.5b00752,357.1905,422.548,65.3575,13,3,4,True,True,False
10.1021/acs.jced.5b00752#d5#p1,mol_d4445907461eb33b,"InChI=1S/C12H14O4/c1-3-15-11(13)9-7-5-6-8-10(9)12(14)16-4-2/h5-8H,3-4H2,1-2H3",10.1021/acs.jced.5b00752,322.213,452.116,129.903,13,3,4,True,True,False
10.1021/acs.jced.5b00760#d1#p1,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,10.1021/acs.jced.5b00760,303.15,303.15,0,1,1,1,False,False,False
10.1021/acs.jced.5b00760#d2#p1,mol_b44b37c017007981,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",10.1021/acs.jced.5b00760,323.16,334.25,11.09,6,2,2,False,False,False
10.1021/acs.jced.5b00760#d3#p1,mol_ca0440f5ec95bc5f,InChI=1S/C4H4S/c1-2-4-5-3-1/h1-4H,10.1021/acs.jced.5b00760,303.15,308.15,5,2,1,1,False,False,False
10.1021/acs.jced.5b00978#d4#p1,mol_e53a559272965ffc,"InChI=1S/C9H7NO2/c1-12-9(11)8-4-2-7(6-10)3-5-8/h2-5H,1H3",10.1021/acs.jced.5b00978,339.83,393.05,53.22,19,6,6,True,False,False
10.1021/acs.jced.5b01003#d1#p1,mol_1caed83bbde05074,"InChI=1S/C3H10N2/c1-5-3-2-4/h5H,2-4H2,1H3",10.1021/acs.jced.5b01003,272.2,302.2,30,22,5,7,True,False,False
10.1021/acs.jced.5b01003#d2#p1,mol_fbfba0e871eef2de,"InChI=1S/C4H12N2/c1-5-3-4-6-2/h5-6H,3-4H2,1-2H3",10.1021/acs.jced.5b01003,279.2,310.7,31.5,14,4,5,True,False,False
10.1021/acs.jced.5b01003#d3#p1,mol_cc2fc42bf1c5d229,"InChI=1S/C5H14N2/c1-6-4-5-7(2)3/h6H,4-5H2,1-3H3",10.1021/acs.jced.5b01003,274.2,305.4,31.2,11,6,3,True,False,False
10.1021/acs.jced.5b01003#d4#p1,mol_b56bd443798b71a3,"InChI=1S/C4H12N2/c1-6(2)4-3-5/h3-5H2,1-2H3",10.1021/acs.jced.5b01003,273.8,303.2,29.4,15,4,6,False,False,False
10.1021/acs.jced.6b00293#d2#p1,mol_b4b87befe28d84ce,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",10.1021/acs.jced.6b00293,315.14,315.14,0,1,1,1,False,False,False
10.1021/acs.jced.6b00409#d4#p1,mol_3ead941b0482ece6,"InChI=1S/C6F14/c7-1(8,3(11,12)5(15,16)17)2(9,10)4(13,14)6(18,19)20",10.1021/acs.jced.6b00409,277.74,287.77,10.03,3,1,1,False,False,False
10.1021/acs.jced.6b00409#d7#p1,mol_517756553f493ba0,"InChI=1S/C8F18/c9-1(10,3(13,14)5(17,18)7(21,22)23)2(11,12)4(15,16)6(19,20)8(24,25)26",10.1021/acs.jced.6b00409,277.72,332.87,55.15,8,3,3,True,False,False
10.1021/acs.jced.6b00451#d1#p1,mol_cd763b71083e146a,"InChI=1S/C13H28N2/c1-6-7-8-14-11-9-12(2,3)15-13(4,5)10-11/h11,14-15H,6-10H2,1-5H3",10.1021/acs.jced.6b00451,398.7,462.1,63.4,5,2,1,False,False,False
10.1021/acs.jced.6b00470#d1#p1,mol_42dec7eac7c31a97,"InChI=1S/C12H16O2/c1-12(2,3)10-7-5-9(6-8-10)11(13)14-4/h5-8H,1-4H3",10.1021/acs.jced.6b00470,398.3,473.6,75.3,19,10,3,True,False,False
10.1021/acs.jced.6b00517#d12#p1,mol_7ea8ab72c1e55be3,"InChI=1S/C9H18O3/c1-3-5-7-11-9(10)12-8-6-4-2/h3-8H2,1-2H3",10.1021/acs.jced.6b00517,383.16,420.73,37.57,4,2,1,False,False,False
10.1021/acs.jced.6b00523#d2#p1,mol_e43335be86f26619,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,10.1021/acs.jced.6b00523,355.35,358.36,3.01,2,1,1,False,False,False
10.1021/acs.jced.6b00523#d3#p1,mol_a3ab0bd2d4d80422,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",10.1021/acs.jced.6b00523,276.765,331.925,55.16,17,6,6,True,False,False
10.1021/acs.jced.6b00576#d1#p1,mol_a10f5d63214e97e2,"InChI=1S/C2H5N/c1-2-3-1/h3H,1-2H2",10.1021/acs.jced.6b00576,274.52,289.96,15.44,6,3,1,False,False,False
10.1021/acs.jced.6b00576#d10#p1,mol_43e3cdae7078a32d,"InChI=1S/C5H11NO/c1-6-2-4-7-5-3-6/h2-5H2,1H3",10.1021/acs.jced.6b00576,276.28,318.64,42.36,14,3,3,True,True,False
10.1021/acs.jced.6b00576#d12#p1,mol_440a94c527338aad,"InChI=1S/C5H12N2/c1-7-4-2-6-3-5-7/h6H,2-5H2,1H3",10.1021/acs.jced.6b00576,274.39,319.47,45.08,18,5,7,True,False,False
10.1021/acs.jced.6b00576#d13#p1,mol_7f9b9c7a996206a7,"InChI=1S/C6H14N2/c1-7-3-5-8(2)6-4-7/h3-6H2,1-2H3",10.1021/acs.jced.6b00576,276.29,319.53,43.24,14,4,3,True,False,False
10.1021/acs.jced.6b00576#d14#p1,mol_d0ceddc379a4671f,"InChI=1S/C3H9NO/c1-5-3-2-4/h2-4H2,1H3",10.1021/acs.jced.6b00576,275.16,317.6,42.44,11,3,3,True,False,False
10.1021/acs.jced.6b00576#d15#p1,mol_638d35e8475c0c14,"InChI=1S/C4H11NO/c1-6-4-2-3-5/h2-5H2,1H3",10.1021/acs.jced.6b00576,278.95,317.57,38.62,12,3,3,True,False,False
10.1021/acs.jced.6b00576#d16#p1,mol_d256cec7b59305ff,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,10.1021/acs.jced.6b00576,273.6,292.65,19.05,6,3,2,False,False,False
10.1021/acs.jced.6b00576#d18#p1,mol_ce86a4b54495b02c,InChI=1S/C5H10O/c1-2-4-6-5-3-1/h1-5H2,10.1021/acs.jced.6b00576,273.74,313.73,39.99,9,3,3,True,False,False
10.1021/acs.jced.6b00576#d19#p1,mol_7663493163cbdca1,InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2,10.1021/acs.jced.6b00576,280.46,305.57,25.11,9,4,4,False,False,False
10.1021/acs.jced.6b00576#d2#p1,mol_aa23a92cc343fbb6,"InChI=1S/C3H7N/c1-2-4-3-1/h4H,1-3H2",10.1021/acs.jced.6b00576,273.18,293.56,20.38,6,2,2,False,False,False
10.1021/acs.jced.6b00576#d20#p1,mol_953db3858ca974a4,InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,10.1021/acs.jced.6b00576,285.11,313.38,28.27,9,3,3,False,True,False
10.1021/acs.jced.6b00576#d22#p1,mol_b6b13d8dfbd75423,"InChI=1S/C5H12O/c1-3-5(6)4-2/h5-6H,3-4H2,1-2H3",10.1021/acs.jced.6b00576,279.05,318.42,39.37,10,3,3,True,False,False
10.1021/acs.jced.6b00576#d24#p1,mol_7d3c668ba3d76cd7,"InChI=1S/C7H16O/c1-3-5-7(8)6-4-2/h7-8H,3-6H2,1-2H3",10.1021/acs.jced.6b00576,282.43,320.38,37.95,18,2,7,False,False,False
10.1021/acs.jced.6b00576#d25#p1,mol_5fa3d4f920d98423,"InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2",10.1021/acs.jced.6b00576,279.84,314.3,34.46,13,4,5,True,False,False
10.1021/acs.jced.6b00576#d27#p1,mol_5feb1fde294beccb,"InChI=1S/C6H12O/c7-6-4-2-1-3-5-6/h6-7H,1-5H2",10.1021/acs.jced.6b00576,298.84,319.51,20.67,12,3,6,False,False,False
10.1021/acs.jced.6b00576#d28#p1,mol_7a83f5f0134a6504,"InChI=1S/C7H14O/c8-7-5-3-1-2-4-6-7/h7-8H,1-6H2",10.1021/acs.jced.6b00576,284.35,320.88,36.53,15,4,6,True,True,False
10.1021/acs.jced.6b00576#d3#p1,mol_97895e747db97ae6,"InChI=1S/C4H9N/c1-2-4-5-3-1/h5H,1-4H2",10.1021/acs.jced.6b00576,273.16,313.46,40.3,9,3,2,True,False,False
10.1021/acs.jced.6b00576#d4#p1,mol_6fe75c0be8cd2f8a,"InChI=1S/C5H11N/c1-2-4-6-5-3-1/h6H,1-5H2",10.1021/acs.jced.6b00576,283.64,318.34,34.7,10,2,4,False,False,False
10.1021/acs.jced.6b00576#d5#p1,mol_f599bee9d7f71e01,"InChI=1S/C6H13N/c1-2-4-6-7-5-3-1/h7H,1-6H2",10.1021/acs.jced.6b00576,273.13,313.17,40.04,9,3,3,True,False,False
10.1021/acs.jced.6b00576#d6#p1,mol_3990f91812cec3f3,"InChI=1S/C7H15N/c1-2-4-6-8-7-5-3-1/h8H,1-7H2",10.1021/acs.jced.6b00576,273.22,313.5,40.28,9,3,3,True,False,False
10.1021/acs.jced.6b00576#d7#p1,mol_38039963605715c8,"InChI=1S/C5H11N/c1-6-4-2-3-5-6/h2-5H2,1H3",10.1021/acs.jced.6b00576,273.17,302.94,29.77,8,4,1,False,False,False
10.1021/acs.jced.6b00576#d8#p1,mol_d9ec66217e35d939,"InChI=1S/C6H13N/c1-7-5-3-2-4-6-7/h2-6H2,1H3",10.1021/acs.jced.6b00576,273.18,313.47,40.29,10,3,2,True,False,False
10.1021/acs.jced.6b00576#d9#p1,mol_327f3d3474e55905,"InChI=1S/C4H9NO/c1-3-6-4-2-5-1/h5H,1-4H2",10.1021/acs.jced.6b00576,273.27,318.26,44.99,11,3,3,True,False,False
10.1021/acs.jced.6b00916#d2#p1,mol_b03713094d2066c8,"InChI=1S/C3H2ClF3/c4-2-1-3(5,6)7/h1-2H/b2-1+",10.1021/acs.jced.6b00916,252.15,252.15,0,1,1,1,False,False,False
10.1021/acs.jced.7b00005#d1#p1,mol_f485c31dbb304f3b,InChI=1S/C2H3N/c1-2-3/h1H3,10.1021/acs.jced.7b00005,295.25,295.4,0.15,2,1,1,False,False,False
10.1021/acs.jced.7b00008#d1#p1,mol_299a215a96655c24,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,10.1021/acs.jced.7b00008,420.11,420.11,0,1,1,1,False,False,False
10.1021/acs.jced.7b00008#d2#p1,mol_97b91a30f9b33b70,InChI=1S/C4H4O3/c5-3-1-2-4(6)7-3/h1-2H2,10.1021/acs.jced.7b00008,475.01,475.01,0,1,1,1,False,False,False
10.1021/acs.jced.7b00026#d12#p1,mol_301d3a83ae1e6ae0,"InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3",10.1021/acs.jced.7b00026,323.15,338.15,15,2,1,1,False,False,False
10.1021/acs.jced.7b00099#d1#p1,mol_5e1a76b3fc001a63,"InChI=1S/C13H26O2/c1-3-4-5-6-7-8-9-10-11-12-13(14)15-2/h3-12H2,1-2H3",10.1021/acs.jced.7b00099,353.15,433.15,80,9,3,3,True,False,False
10.1021/acs.jced.7b00099#d2#p1,mol_bace9c8b75de2210,"InChI=1S/C15H30O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17-2/h3-14H2,1-2H3",10.1021/acs.jced.7b00099,353.15,453.15,100,11,4,4,True,False,False
10.1021/acs.jced.7b00099#d3#p1,mol_132e4cfc5e4bd727,"InChI=1S/C17H34O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19-2/h3-16H2,1-2H3",10.1021/acs.jced.7b00099,373.15,453.15,80,9,3,3,True,False,False
10.1021/acs.jced.7b00099#d4#p1,mol_bf39f6deed5d4b6a,"InChI=1S/C14H30/c1-3-5-7-9-11-13-14-12-10-8-6-4-2/h3-14H2,1-2H3",10.1021/acs.jced.7b00099,351.75,453.15,101.4,23,7,8,True,True,False
10.1021/acs.jced.7b00119#d1#p1,mol_f5b1d62bafd7f460,InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,10.1021/acs.jced.7b00119,328.15,363.15,35,5,2,2,False,False,False
10.1021/acs.jced.7b00119#d10#p1,mol_6a1b88d7d4729d66,"InChI=1S/C8H18O/c1-3-5-7-9-8-6-4-2/h3-8H2,1-2H3",10.1021/acs.jced.7b00119,353.15,353.15,0,1,1,1,False,False,False
10.1021/acs.jced.7b00119#d4#p1,mol_c24403b08adc6841,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3",10.1021/acs.jced.7b00119,328.15,328.15,0,1,1,1,False,False,False
10.1021/acs.jced.7b00141#d5#p1,mol_39beef09cdd1ae08,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",10.1021/acs.jced.7b00141,328.98,346.66,17.68,3,1,1,False,False,False
10.1021/acs.jced.7b00236#d1#p1,mol_d395bc83f11503fd,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",10.1021/acs.jced.7b00236,303.15,323.15,20,5,2,2,False,False,False
10.1021/acs.jced.7b00236#d2#p1,mol_538c4f0d7c4ce97e,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",10.1021/acs.jced.7b00236,303.15,323.15,20,5,2,2,False,False,False
10.1021/acs.jced.7b00236#d3#p1,mol_b44b37c017007981,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",10.1021/acs.jced.7b00236,303.15,323.15,20,5,2,2,False,False,False
10.1021/acs.jced.7b00236#d4#p1,mol_2e302d909c9e5e5c,"InChI=1S/C5H10O3/c1-3-7-5(6)8-4-2/h3-4H2,1-2H3",10.1021/acs.jced.7b00236,303.15,323.15,20,5,2,2,False,False,False
10.1021/acs.jced.7b00295#d13#p1,mol_8328a6e934e84481,"InChI=1S/C7H14O3/c1-3-5-9-7(8)10-6-4-2/h3-6H2,1-2H3",10.1021/acs.jced.7b00295,253.15,308.15,55,13,4,4,True,False,False
10.1021/acs.jced.7b00295#d9#p1,mol_2e302d909c9e5e5c,"InChI=1S/C5H10O3/c1-3-7-5(6)8-4-2/h3-4H2,1-2H3",10.1021/acs.jced.7b00295,253.15,296.15,43,11,3,3,True,False,False
10.1021/acs.jced.7b00344#d1#p1,mol_241178e06777b8f6,"InChI=1S/C5H8O/c1-4(6)5-2-3-5/h5H,2-3H2,1H3",10.1021/acs.jced.7b00344,300,320.8,20.8,3,1,1,False,False,False
10.1021/acs.jced.7b00344#d9#p1,mol_3e1f0455f3d45ffd,"InChI=1S/C5H9ClO/c1-5(7)3-2-4-6/h2-4H2,1H3",10.1021/acs.jced.7b00344,343.2,373.8,30.6,4,1,1,False,False,False
10.1021/acs.jced.7b00354#d3#p1,mol_49cd80c0af1fd256,"InChI=1S/C7H6O2/c1-5-4-6(8)2-3-7(5)9/h2-4H,1H3",10.1021/acs.jced.7b00354,343.2,363.1,19.9,7,2,2,False,False,False
10.1021/acs.jced.7b00377#d9#p1,mol_34be7a6aa1bbce24,"InChI=1S/C7H16O2/c1-4-8-6-9-5-7(2)3/h7H,4-6H2,1-3H3",10.1021/acs.jced.7b00377,320.54,344.53,23.99,3,1,1,False,False,False
10.1021/acs.jced.7b00574#d1#p1,mol_942daac293e911e8,InChI=1S/C5H4O2/c6-4-5-2-1-3-7-5/h1-4H,10.1021/acs.jced.7b00574,326.05,375.75,49.7,14,2,4,False,True,False
10.1021/acs.jced.7b00574#d2#p1,mol_fa6014b0e97e2afc,"InChI=1S/C6H6O2/c1-5(7)6-3-2-4-8-6/h2-4H,1H3",10.1021/acs.jced.7b00574,337.95,386.55,48.6,14,3,3,True,True,False
10.1021/acs.jced.7b00574#d3#p1,mol_4581eaef241767fe,"InChI=1S/C6H6O2/c1-5-2-3-6(4-7)8-5/h2-4H,1H3",10.1021/acs.jced.7b00574,339.05,405.85,66.8,17,4,5,True,False,False
10.1021/acs.jced.7b00574#d4#p1,mol_a39fe39f3d910b4e,"InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",10.1021/acs.jced.7b00574,354.85,417.35,62.5,14,3,4,True,False,False
10.1021/acs.jced.7b00599#d2#p1,mol_08c55f7701cab54c,"InChI=1S/C6H12O/c1-7-6-4-2-3-5-6/h6H,2-5H2,1H3",10.1021/acs.jced.7b00599,258.55,308.25,49.7,10,4,3,True,False,False
10.1021/acs.jced.7b00599#d4#p1,mol_08c55f7701cab54c,"InChI=1S/C6H12O/c1-7-6-4-2-3-5-6/h6H,2-5H2,1H3",10.1021/acs.jced.7b00599,328.15,328.15,0,1,1,1,False,False,False
10.1021/acs.jced.7b00599#d8#p1,mol_b44b37c017007981,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",10.1021/acs.jced.7b00599,328.15,328.15,0,1,1,1,False,False,False
10.1021/acs.jced.7b00827#d11#p1,mol_efba6971b29362ed,"InChI=1S/C8H10O/c1-6-4-3-5-7(2)8(6)9/h3-5,9H,1-2H3",10.1021/acs.jced.7b00827,418.21,418.21,0,1,1,1,False,False,False
10.1021/acs.jced.7b00827#d5#p1,mol_b9cfbb8959e61e2d,"InChI=1S/C7H8O/c1-6-3-2-4-7(8)5-6/h2-5,8H,1H3",10.1021/acs.jced.7b00827,422.28,422.28,0,1,1,1,False,False,False
10.1021/acs.jced.7b00836#d2#p1,mol_2ea49b3823ebd7ad,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",10.1021/acs.jced.7b00836,288.24,288.24,0,1,1,1,False,False,False
10.1021/acs.jced.7b00875#d4#p1,mol_3fd637a4d667fe51,"InChI=1S/C9H20/c1-3-5-7-9-8-6-4-2/h3-9H2,1-2H3",10.1021/acs.jced.7b00875,323.21,343.21,20,3,1,1,False,False,False
10.1021/acs.jced.7b00875#d6#p1,mol_a3ab0bd2d4d80422,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",10.1021/acs.jced.7b00875,328.17,348.16,19.99,3,1,1,False,False,False
10.1021/acs.jced.7b00892#d12#p1,mol_83a135e5c50b66c1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",10.1021/acs.jced.7b00892,313.11,318.11,5,2,1,1,False,False,False
