record_id,series_id,archive_member,data_number,property_number,numvalues_index_1based,inchi,inchikey,name,formula,source_doi,source_year,property_name,property_phase,block_phases_json,method,original_property_value,original_property_value_metadata_json,state_origin,state_metadata_json,T_K,stable_liquid_gas,basic_chemistry_flags,H_kJ_mol,calorimetry_label
10.1016/j.jct.2015.02.015#d25#p1#r1,10.1016/j.jct.2015.02.015#d25#p1,10.1016/j.jct.2015.02.015.json,25,1,1,"InChI=1S/C10H18O2/c1-3-5-6-7-9-12-10(11)8-4-2/h5-6H,3-4,7-9H2,1-2H3/b6-5-",ZCHOPXVYTWUHDS-WAYWQWQTSA-N,(Z)-3-hexen-1-yl butyrate,C10H18O2,10.1016/j.jct.2015.02.015,2015,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Correlation gas chromatography,59.9,"{""nPropDigits"":3,""nPropNumber"":1,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":3.7},""nPropValue"":59.9}",variable,"{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":298.15}",298.15,True,,59.9,False
10.1016/j.jct.2015.02.015#d28#p1#r1,10.1016/j.jct.2015.02.015#d28#p1,10.1016/j.jct.2015.02.015.json,28,1,1,"InChI=1S/C11H20O2/c1-4-6-7-8-9-13-11(12)10(3)5-2/h6-7,10H,4-5,8-9H2,1-3H3/b7-6-",JKKGTSUICJWEKB-SREVYHEPSA-N,(.+-.)-cis-3-hexenyl 2-methylbutyrate,C11H20O2,10.1016/j.jct.2015.02.015,2015,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Correlation gas chromatography,61.5,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.8},""nPropValue"":61.5,""nPropDigits"":3,""nPropNumber"":1}",variable,"{""nVarNumber"":1,""nVarDigits"":5,""nVarValue"":298.15}",298.15,True,,61.5,False
10.1016/j.jct.2015.02.015#d31#p1#r1,10.1016/j.jct.2015.02.015#d31#p1,10.1016/j.jct.2015.02.015.json,31,1,1,"InChI=1S/C11H12O2/c1-2-13-11(12)9-8-10-6-4-3-5-7-10/h3-9H,2H2,1H3/b9-8+",KBEBGUQPQBELIU-CMDGGOBGSA-N,ethyl trans-3-phenylpropenoate,C11H12O2,10.1016/j.jct.2015.02.015,2015,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Correlation gas chromatography,70.4,"{""nPropValue"":70.4,""CombinedUncertainty"":{""nCombExpandUncertValue"":3.2,""nCombUncertAssessNum"":1},""nPropDigits"":3,""nPropNumber"":1}",variable,"{""nVarValue"":298.15,""nVarNumber"":1,""nVarDigits"":5}",298.15,True,,70.4,False
10.1016/j.jct.2015.02.015#d34#p1#r1,10.1016/j.jct.2015.02.015#d34#p1,10.1016/j.jct.2015.02.015.json,34,1,1,"InChI=1S/C11H14O2/c1-2-11(12)13-9-8-10-6-4-3-5-7-10/h3-7H,2,8-9H2,1H3",HVGZQCSMLUDISR-UHFFFAOYSA-N,2-phenylethyl propanoate,C11H14O2,10.1016/j.jct.2015.02.015,2015,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Correlation gas chromatography,65.6,"{""nPropDigits"":3,""nPropNumber"":1,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":3.5},""nPropValue"":65.6}",variable,"{""nVarValue"":298.15,""nVarDigits"":5,""nVarNumber"":1}",298.15,True,,65.6,False
10.1016/j.jct.2015.02.015#d37#p1#r1,10.1016/j.jct.2015.02.015#d37#p1,10.1016/j.jct.2015.02.015.json,37,1,1,"InChI=1S/C11H20O2/c1-3-5-6-7-8-9-10-13-11(12)4-2/h5-6H,3-4,7-10H2,1-2H3/b6-5-",LWYSNOFRZXMWJC-WAYWQWQTSA-N,(Z)-oct-5-en-1-yl propionate,C11H20O2,10.1016/j.jct.2015.02.015,2015,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Correlation gas chromatography,65.3,"{""nPropNumber"":1,""nPropDigits"":3,""nPropValue"":65.3,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":3.5}}",variable,"{""nVarNumber"":1,""nVarDigits"":5,""nVarValue"":298.15}",298.15,True,,65.3,False
10.1016/j.jct.2015.02.015#d40#p1#r1,10.1016/j.jct.2015.02.015#d40#p1,10.1016/j.jct.2015.02.015.json,40,1,1,"InChI=1S/C11H22O2/c1-3-5-6-7-8-10-13-11(12)9-4-2/h3-10H2,1-2H3",JPQHLIYIQARLQM-UHFFFAOYSA-N,heptyl butanoate,C11H22O2,10.1016/j.jct.2015.02.015,2015,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Correlation gas chromatography,65.1,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":2.6},""nPropValue"":65.1,""nPropNumber"":1,""nPropDigits"":3}",variable,"{""nVarNumber"":1,""nVarDigits"":5,""nVarValue"":298.15}",298.15,True,,65.1,False
10.1016/j.jct.2015.02.015#d43#p1#r1,10.1016/j.jct.2015.02.015#d43#p1,10.1016/j.jct.2015.02.015.json,43,1,1,"InChI=1S/C12H16O2/c1-2-6-12(13)14-10-9-11-7-4-3-5-8-11/h3-5,7-8H,2,6,9-10H2,1H3",WFNDDSQUKATKNX-UHFFFAOYSA-N,phenethyl butyrate,C12H16O2,10.1016/j.jct.2015.02.015,2015,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Correlation gas chromatography,69.7,"{""nPropNumber"":1,""nPropDigits"":3,""nPropValue"":69.7,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":3.2}}",variable,"{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":298.15}",298.15,True,,69.7,False
10.1016/j.jct.2015.02.015#d46#p1#r1,10.1016/j.jct.2015.02.015#d46#p1,10.1016/j.jct.2015.02.015.json,46,1,1,"InChI=1S/C12H20O2/c1-6-12(5,14-11(4)13)9-7-8-10(2)3/h6,8H,1,7,9H2,2-5H3",UWKAYLJWKGQEPM-UHFFFAOYSA-N,linalool acetate,C12H20O2,10.1016/j.jct.2015.02.015,2015,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Correlation gas chromatography,62.5,"{""nPropDigits"":3,""nPropNumber"":1,""CombinedUncertainty"":{""nCombExpandUncertValue"":1.8,""nCombUncertAssessNum"":1},""nPropValue"":62.5}",variable,"{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":298.15}",298.15,True,,62.5,False
10.1016/j.jct.2015.02.015#d49#p1#r1,10.1016/j.jct.2015.02.015#d49#p1,10.1016/j.jct.2015.02.015.json,49,1,1,"InChI=1S/C12H22O2/c1-10(2)6-5-7-11(3)8-9-14-12(4)13/h6,11H,5,7-9H2,1-4H3",JOZKFWLRHCDGJA-UHFFFAOYSA-N,"3,7-dimethyl-6-octen-1-yl acetate",C12H22O2,10.1016/j.jct.2015.02.015,2015,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Correlation gas chromatography,67.8,"{""nPropDigits"":3,""nPropNumber"":1,""CombinedUncertainty"":{""nCombExpandUncertValue"":3.9,""nCombUncertAssessNum"":1},""nPropValue"":67.8}",variable,"{""nVarValue"":298.15,""nVarDigits"":5,""nVarNumber"":1}",298.15,True,,67.8,False
10.1016/j.jct.2015.02.015#d52#p1#r1,10.1016/j.jct.2015.02.015#d52#p1,10.1016/j.jct.2015.02.015.json,52,1,1,"InChI=1S/C14H20O2/c1-2-3-5-10-14(15)16-12-11-13-8-6-4-7-9-13/h4,6-9H,2-3,5,10-12H2,1H3",BUYNWUMUDHPPDS-UHFFFAOYSA-N,phenethyl hexanoate,C14H20O2,10.1016/j.jct.2015.02.015,2015,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Correlation gas chromatography,78.8,"{""nPropDigits"":3,""nPropNumber"":1,""nPropValue"":78.8,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":3.4}}",variable,"{""nVarValue"":298.15,""nVarNumber"":1,""nVarDigits"":5}",298.15,True,,78.8,False
10.1016/j.jct.2015.06.002#d1#p1#r1,10.1016/j.jct.2015.06.002#d1#p1,10.1016/j.jct.2015.06.002.json,1,1,1,"InChI=1S/C12H22O/c1-2-3-4-5-6-7-8-9-10-11-12-13/h2-5,13H,6-12H2,1H3/b3-2+,5-4+",CSWBSLXBXRFNST-MQQKCMAXSA-N,"(E,E)-8,10-dodecadien-1-ol",C12H22O,10.1016/j.jct.2015.06.002,2015,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Correlation gas chromatography,92.3,"{""nPropNumber"":1,""nPropDigits"":3,""CombinedUncertainty"":{""nCombExpandUncertValue"":5.5,""nCombUncertAssessNum"":1},""nPropValue"":92.3}",variable,"{""nVarValue"":298.15,""nVarDigits"":5,""nVarNumber"":1}",298.15,True,,92.3,False
10.1016/j.jct.2015.07.028#d3#p1#r1,10.1016/j.jct.2015.07.028#d3#p1,10.1016/j.jct.2015.07.028.json,3,1,1,"InChI=1S/C5H10O/c1-4-5(2,3)6/h4,6H,1H2,2-3H3",HNVRRHSXBLFLIG-UHFFFAOYSA-N,2-methyl-3-buten-2-ol,C5H10O,10.1016/j.jct.2015.07.028,2015,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Static calorimetry,46.9,"{""nPropNumber"":1,""nPropDigits"":3,""nPropValue"":46.9,""CombinedUncertainty"":{""nCombExpandUncertValue"":1.6,""nCombUncertAssessNum"":1}}",variable,"{""nVarValue"":305.12,""nVarNumber"":1,""nVarDigits"":5}",305.12,True,,46.9,True
10.1016/j.jct.2015.08.008#d1#p1#r1,10.1016/j.jct.2015.08.008#d1#p1,10.1016/j.jct.2015.08.008.json,1,1,1,"InChI=1S/C9H7NO/c1-7(11)9-4-2-3-8(5-9)6-10/h2-5H,1H3",SBCFGFDAZCTSRH-UHFFFAOYSA-N,3-acetylbenzonitrile,C9H7NO,10.1016/j.jct.2015.08.008,2015,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Static calorimetry,94.7,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":1.5,""nCombUncertAssessNum"":1},""nPropValue"":94.7,""nPropNumber"":1,""nPropDigits"":3}",variable,"{""nVarValue"":298.15,""nVarNumber"":1,""nVarDigits"":5}",298.15,False,,94.7,True
10.1016/j.jct.2015.08.008#d2#p1#r1,10.1016/j.jct.2015.08.008#d2#p1,10.1016/j.jct.2015.08.008.json,2,1,1,"InChI=1S/C9H7NO/c10-7-6-9(11)8-4-2-1-3-5-8/h1-5H,6H2",ZJRCIQAMTAINCB-UHFFFAOYSA-N,3-oxo-3-phenylpropanenitrile,C9H7NO,10.1016/j.jct.2015.08.008,2015,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Static calorimetry,98.5,"{""nPropDigits"":3,""nPropNumber"":1,""nPropValue"":98.5,""CombinedUncertainty"":{""nCombExpandUncertValue"":2.1,""nCombUncertAssessNum"":1}}",variable,"{""nVarValue"":298.15,""nVarNumber"":1,""nVarDigits"":5}",298.15,False,,98.5,True
10.1016/j.jct.2015.09.005#d1#p1#r1,10.1016/j.jct.2015.09.005#d1#p1,10.1016/j.jct.2015.09.005.json,1,1,1,"InChI=1S/C10H14O2/c1-6-3-4-8-7(2)5-12-10(11)9(6)8/h5-6,8-9H,3-4H2,1-2H3/t6-,8+,9-/m0/s1",ZDKZHVNKFOXMND-ZQARSLAVSA-N,"(4aS,7S,7aS)-4,7-dimethyl-5,6,7,7a-tetrahydrocyclopenta[c]pyran-1(4aH)-one",C10H14O2,10.1016/j.jct.2015.09.005,2016,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Correlation gas chromatography,68,"{""nPropValue"":68,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":4.1},""nPropNumber"":1,""nPropDigits"":3}",variable,"{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":298.15}",298.15,True,,68,False
10.1016/j.jct.2015.09.005#d3#p1#r1,10.1016/j.jct.2015.09.005#d3#p1,10.1016/j.jct.2015.09.005.json,3,1,1,"InChI=1S/C10H14O2/c1-6-3-4-8-7(2)5-12-10(11)9(6)8/h5-6,8-9H,3-4H2,1-2H3/t6-,8+,9+/m0/s1",ZDKZHVNKFOXMND-NBEYISGCSA-N,"(4aS,7S,7aR)-4,7-dimethyl-5,6,7,7a-tetrahydrocyclopenta[c]pyran-1(4aH)-one",C10H14O2,10.1016/j.jct.2015.09.005,2016,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Correlation gas chromatography,69.4,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":4.1},""nPropValue"":69.4,""nPropDigits"":3,""nPropNumber"":1}",variable,"{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":298.15}",298.15,True,,69.4,False
10.1016/j.jct.2015.09.033#d1#p1#r1,10.1016/j.jct.2015.09.033#d1#p1,10.1016/j.jct.2015.09.033.json,1,1,1,"InChI=1S/C7H13N2.C2F6NO4S2/c1-7(2)9-5-4-8(3)6-9;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-7H,1-3H3;/q+1;-1",RVXJUYCYIAFDIB-UHFFFAOYSA-N,1-methyl-3-(1-methylethyl)imidazolium bis[(trifluoromethyl)sulfonyl]imide,C9H13F6N3O4S2,10.1016/j.jct.2015.09.033,2016,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,123.3,"{""nPropValue"":123.3,""CombinedUncertainty"":{""nCombExpandUncertValue"":1.9,""nCombUncertAssessNum"":1},""nPropDigits"":4,""nPropNumber"":1}",variable,"{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":366.3}",366.3,True,disconnected_formula;charge_or_protonation_layer,123.3,False
10.1016/j.jct.2015.09.033#d2#p1#r1,10.1016/j.jct.2015.09.033#d2#p1,10.1016/j.jct.2015.09.033.json,2,1,1,"InChI=1S/C8H15N2.C2F6NO4S2/c1-8(2)6-10-5-4-9(3)7-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-5,7-8H,6H2,1-3H3;/q+1;-1",UCSCMJVSBWEERZ-UHFFFAOYSA-N,1-isobutyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]amide,C10H15F6N3O4S2,10.1016/j.jct.2015.09.033,2016,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,126,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":2,""nCombUncertAssessNum"":1},""nPropValue"":126,""nPropDigits"":4,""nPropNumber"":1}",variable,"{""nVarValue"":368.7,""nVarDigits"":4,""nVarNumber"":1}",368.7,True,disconnected_formula;charge_or_protonation_layer,126,False
10.1016/j.jct.2015.09.033#d3#p1#r1,10.1016/j.jct.2015.09.033#d3#p1,10.1016/j.jct.2015.09.033.json,3,1,1,"InChI=1S/C8H13N2.C2F6NO4S2/c1-9-4-5-10(7-9)6-8-2-3-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-5,7-8H,2-3,6H2,1H3;/q+1;-1",YMOQKGOAWWCYJQ-UHFFFAOYSA-N,1-(cyclopropylmethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,C10H13F6N3O4S2,10.1016/j.jct.2015.09.033,2016,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,126.5,"{""nPropDigits"":4,""nPropNumber"":1,""nPropValue"":126.5,""CombinedUncertainty"":{""nCombExpandUncertValue"":2,""nCombUncertAssessNum"":1}}",variable,"{""nVarValue"":373.5,""nVarNumber"":1,""nVarDigits"":4}",373.5,True,disconnected_formula;charge_or_protonation_layer,126.5,False
10.1016/j.jct.2015.09.033#d4#p1#r1,10.1016/j.jct.2015.09.033#d4#p1,10.1016/j.jct.2015.09.033.json,4,1,1,"InChI=1S/C8H15N2.C2F6NO4S2/c1-4-8(2)10-6-5-9(3)7-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-8H,4H2,1-3H3;/q+1;-1",BEBRLXUSBAFEDU-UHFFFAOYSA-N,1-methyl-3-(1-methylpropyl)imidazolium bis(trifluoromethylsulfonyl)imide,C10H15F6N3O4S2,10.1016/j.jct.2015.09.033,2016,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,123,"{""nPropValue"":123,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.9},""nPropNumber"":1,""nPropDigits"":4}",variable,"{""nVarValue"":368.6,""nVarNumber"":1,""nVarDigits"":4}",368.6,True,disconnected_formula;charge_or_protonation_layer,123,False
10.1016/j.jct.2015.09.033#d5#p1#r1,10.1016/j.jct.2015.09.033#d5#p1,10.1016/j.jct.2015.09.033.json,5,1,1,"InChI=1S/C9H15N2.C2F6NO4S2/c1-10-6-7-11(8-10)9-4-2-3-5-9;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-9H,2-5H2,1H3;/q+1;-1",SGSUJNRICDYOAC-UHFFFAOYSA-N,1-cyclopentyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,C11H15F6N3O4S2,10.1016/j.jct.2015.09.033,2016,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,127.4,"{""nPropValue"":127.4,""CombinedUncertainty"":{""nCombExpandUncertValue"":2,""nCombUncertAssessNum"":1},""nPropDigits"":4,""nPropNumber"":1}",variable,"{""nVarValue"":373.7,""nVarNumber"":1,""nVarDigits"":4}",373.7,True,disconnected_formula;charge_or_protonation_layer,127.4,False
10.1016/j.jct.2015.09.033#d6#p1#r1,10.1016/j.jct.2015.09.033#d6#p1,10.1016/j.jct.2015.09.033.json,6,1,1,"InChI=1S/C11H19N2.C2F6NO4S2/c1-12-7-8-13(10-12)9-11-5-3-2-4-6-11;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h7-8,10-11H,2-6,9H2,1H3;/q+1;-1",GBKJWOWBPPXXGB-UHFFFAOYSA-N,1-(cyclohexylmethyl)-3-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,C13H19F6N3O4S2,10.1016/j.jct.2015.09.033,2016,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,134.1,"{""nPropValue"":134.1,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":2},""nPropDigits"":4,""nPropNumber"":1}",variable,"{""nVarValue"":383.6,""nVarDigits"":4,""nVarNumber"":1}",383.6,True,disconnected_formula;charge_or_protonation_layer,134.1,False
10.1016/j.jct.2015.10.013#d1#p1#r1,10.1016/j.jct.2015.10.013#d1#p1,10.1016/j.jct.2015.10.013.json,1,1,1,"InChI=1S/C13H11NS/c1-14-10-6-2-4-8-12(10)15-13-9-5-3-7-11(13)14/h2-9H,1H3",QXBUYALKJGBACG-UHFFFAOYSA-N,10-methylphenothiazine,C13H11NS,10.1016/j.jct.2015.10.013,2016,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Static calorimetry,103.6,"{""nPropNumber"":1,""nPropDigits"":4,""nPropValue"":103.6,""CombinedUncertainty"":{""nCombExpandUncertValue"":2.3,""nCombUncertAssessNum"":1}}",variable,"{""nVarValue"":298.15,""nVarDigits"":5,""nVarNumber"":1}",298.15,False,,103.6,True
10.1016/j.jct.2015.11.010#d4#p1#r1,10.1016/j.jct.2015.11.010#d4#p1,10.1016/j.jct.2015.11.010.json,4,1,1,"InChI=1S/C3H4N2S/c6-3-4-1-2-5-3/h1-2H,(H2,4,5,6)",OXFSTTJBVAAALW-UHFFFAOYSA-N,2-mercaptoimidazole,C3H4N2S,10.1016/j.jct.2015.11.010,2016,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Static calorimetry,114.4,"{""nPropValue"":114.4,""CombinedUncertainty"":{""nCombExpandUncertValue"":1.4,""nCombUncertAssessNum"":1},""nPropNumber"":1,""nPropDigits"":4}",variable,"{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":298.15}",298.15,False,,114.4,True
10.1016/j.jct.2015.12.018#d1#p1#r1,10.1016/j.jct.2015.12.018#d1#p1,10.1016/j.jct.2015.12.018.json,1,1,1,"InChI=1S/C8H6O2/c9-8-7-4-2-1-3-6(7)5-10-8/h1-4H,5H2",WNZQDUSMALZDQF-UHFFFAOYSA-N,1(3H)-isobenzofuranone,C8H6O2,10.1016/j.jct.2015.12.018,2016,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Static calorimetry,88.4,"{""nPropDigits"":3,""nPropNumber"":1,""nPropValue"":88.4,""CombinedUncertainty"":{""nCombExpandUncertValue"":4.4,""nCombUncertAssessNum"":1}}",variable,"{""nVarValue"":298.15,""nVarDigits"":5,""nVarNumber"":1}",298.15,False,,88.4,True
10.1016/j.jct.2015.12.018#d3#p1#r1,10.1016/j.jct.2015.12.018#d3#p1,10.1016/j.jct.2015.12.018.json,3,1,1,InChI=1S/C8H4O3/c9-7-5-3-1-2-4-6(5)8(10)11-7/h1-4H,LGRFSURHDFAFJT-UHFFFAOYSA-N,"isobenzofuran-1,3-dione",C8H4O3,10.1016/j.jct.2015.12.018,2016,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Static calorimetry,87.9,"{""nPropDigits"":3,""nPropNumber"":1,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":4.7},""nPropValue"":87.9}",variable,"{""nVarNumber"":1,""nVarDigits"":5,""nVarValue"":298.15}",298.15,False,,87.9,True
10.1016/j.jct.2015.12.020#d1#p1#r1,10.1016/j.jct.2015.12.020#d1#p1,10.1016/j.jct.2015.12.020.json,1,1,1,"InChI=1S/C3H3N3O2/c7-2-1-4-6-3(8)5-2/h1H,(H2,5,6,7,8)",SSPYSWLZOPCOLO-UHFFFAOYSA-N,6-azauracil,C3H3N3O2,10.1016/j.jct.2015.12.020,2016,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Static calorimetry,118.1,"{""nPropValue"":118.1,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":2.1},""nPropDigits"":4,""nPropNumber"":1}",variable,"{""nVarNumber"":1,""nVarDigits"":5,""nVarValue"":298.15}",298.15,False,,118.1,True
10.1016/j.jct.2015.12.020#d4#p1#r1,10.1016/j.jct.2015.12.020#d4#p1,10.1016/j.jct.2015.12.020.json,4,1,1,"InChI=1S/C4H5N3O2/c1-2-3(8)5-4(9)7-6-2/h1H3,(H2,5,7,8,9)",XZWMZFQOHTWGQE-UHFFFAOYSA-N,6-azathymine,C4H5N3O2,10.1016/j.jct.2015.12.020,2016,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Static calorimetry,109.1,"{""nPropNumber"":1,""nPropDigits"":4,""CombinedUncertainty"":{""nCombExpandUncertValue"":2.3,""nCombUncertAssessNum"":1},""nPropValue"":109.1}",variable,"{""nVarValue"":298.15,""nVarNumber"":1,""nVarDigits"":5}",298.15,False,,109.1,True
10.1016/j.jct.2015.12.020#d6#p1#r1,10.1016/j.jct.2015.12.020#d6#p1,10.1016/j.jct.2015.12.020.json,6,1,1,"InChI=1S/C4H5N3OS/c1-2-3(8)5-4(9)7-6-2/h1H3,(H2,5,7,8,9)",NKOPQOSBROLOFP-UHFFFAOYSA-N,6-aza-2-thiothymine,C4H5N3OS,10.1016/j.jct.2015.12.020,2016,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Static calorimetry,120.1,"{""nPropNumber"":1,""nPropDigits"":4,""nPropValue"":120.1,""CombinedUncertainty"":{""nCombExpandUncertValue"":2.8,""nCombUncertAssessNum"":1}}",variable,"{""nVarNumber"":1,""nVarDigits"":5,""nVarValue"":298.15}",298.15,False,,120.1,True
10.1016/j.jct.2016.02.008#d5#p1#r1,10.1016/j.jct.2016.02.008#d5#p1,10.1016/j.jct.2016.02.008.json,5,1,1,"InChI=1S/C9H6O3/c10-9(11)8-5-6-3-1-2-4-7(6)12-8/h1-5H,(H,10,11)",OFFSPAZVIVZPHU-UHFFFAOYSA-N,benzofuran-2-carboxylic acid,C9H6O3,10.1016/j.jct.2016.02.008,2016,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Derived by Second law,104.3,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":1.6,""nCombUncertAssessNum"":1},""nPropValue"":104.3,""nPropNumber"":1,""nPropDigits"":4}",variable,"{""nVarValue"":457.5,""nVarNumber"":1,""nVarDigits"":4}",457.5,False,,104.3,False
10.1016/j.jct.2016.02.008#d9#p1#r1,10.1016/j.jct.2016.02.008#d9#p1,10.1016/j.jct.2016.02.008.json,9,1,1,"InChI=1S/C9H7NO2/c11-9(12)8-5-6-3-1-2-4-7(6)10-8/h1-5,10H,(H,11,12)",HCUARRIEZVDMPT-UHFFFAOYSA-N,indole-2-carboxylic acid,C9H7NO2,10.1016/j.jct.2016.02.008,2016,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Derived by Second law,109.3,"{""nPropDigits"":4,""nPropNumber"":1,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.6},""nPropValue"":109.3}",variable,"{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":457.5}",457.5,False,,109.3,False
10.1016/j.jct.2016.02.008#d14#p1#r1,10.1016/j.jct.2016.02.008#d14#p1,10.1016/j.jct.2016.02.008.json,14,1,1,"InChI=1S/C9H6O2S/c10-9(11)8-5-6-3-1-2-4-7(6)12-8/h1-5H,(H,10,11)",DYSJMQABFPKAQM-UHFFFAOYSA-N,benzo[b]thiophene-2-carboxylic acid,C9H6O2S,10.1016/j.jct.2016.02.008,2016,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Derived by Second law,114.9,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.9},""nPropValue"":114.9,""nPropNumber"":1,""nPropDigits"":4}",variable,"{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":457.5}",457.5,False,,114.9,False
