record_id,origin,molecule_id,inchi,name,H_kJ_mol,T_K,H_J_mol,method,source_doi,reference_codes_json,source_locator,reported_deviation,uncertainty_kind,uncertainty_confidence_percent,uncertainty_coverage_factor,experimental_temperature_range,temperature_status,thermodynamic_state,raw_row_verified,archive_XML_verified,full_primary_methods_verified,calorimetry_candidate,has_pressure_join,inside_pressure_temperature_envelope,decision,decision_reasons,independent_of_pressure_verified,training_allowed,corrected_298_field_excluded,duplicate_family,linked_record_ids_json,split,component_id,review_wave,review_date,original_H_kJ_mol,original_T_K,original_reported_deviation,original_decision,previous_v0_2_decision,review_reference_code,primary_source_url,source_review_status,reference_code,primary_compound_name,primary_H,primary_deviation,primary_unit,unit_multiplier_to_kJ,primary_temperature_C,primary_temperature_K,primary_page,primary_table,calorimeter,structure_smiles_from_primary_name,systematic_error_bound_kJ_mol,quality_flags,table_image_visually_checked,pressure_slope_ancillary_correction,reported_replicates_minimum,reported_replicates_exact,temperature_scale_note,source_role,overall_uncertainty_relation,overall_uncertainty_value_kJ_mol,ancillary_reference_notes,source_temperature_adjustment,moisture_treatment,mean_gamma_intJ_g,beta_intJ_g,estimated_relative_error_fraction,energy_conversion_factor_to_abs_J,primary_document_sha256,molar_mass_g_mol,random_standard_error_kJ_mol,standard_error_multiplier,author_estimated_total_error_kJ_mol,primary_numeric_table_verified,primary_identity_verified,measurement_or_reference_temperature,temperature_correction_applied,ideal_gas_state_conversion_applied,ancillary_apparatus_pressure_used,pressure_curve_used_to_derive_label,benchmark_pressure_used_for_label,minimum_replicates_in_reported_mean,measurement_lineage_id,reviewed_by
rdr250199#csvline408,compendium,mol_6dc54388549b234e,"InChI=1S/CH4O/c1-2/h2H,1H3",methanol,37.279440,298.15,37279.440000,electrical_energy_and_evaporated_mass_calorimetry,10.3891/acta.chem.scand.20-0544,"[""1966WAD""]",DOI 10.3891/acta.chem.scand.20-0544; p.545; Table 1; Methanol,0.083680,estimated_total_including_systematics_coverage_unspecified,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,approve_primary_calorimetry,primary_calorimetry_verified_with_disclosed_source_quality_limits,True,True,True,,[],train,grp_5dea7427c65d07c7,wave1,2026-09-17,37.3,298,0.1,quarantine_compendium_provenance,approve_primary_calorimetry,1966WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_20_p0544-0552.pdf,full_primary_review,1966WAD,Methanol,8.91,0.02,kcal/mol_defined_calorie,4.1840,25.00,298.15,545,1,C,CO,,,True,False,5,,Source reports Celsius; no historical scale transformation applied.,direct_calorimetry_reported_in_primary_paper,,,,No separate reference-temperature extrapolation used in the reviewed label.,,,,,,ff83a8bdaad3652c26c4b681614e9713a87e7cf6874b14cd223be1e1ef58eb2c,,,,,True,True,measurement,False,False,True,False,False,5,cal_1a63c2330a5120c2ca80,OpenAI Codex; no independent human sign-off
rdr250199#csvline4088,compendium,mol_a3ec1070c8366fe2,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",isopropyl acetate,37.195760,298.15,37195.760000,electrical_energy_and_evaporated_mass_calorimetry,10.3891/acta.chem.scand.20-0544,"[""1966WAD""]",DOI 10.3891/acta.chem.scand.20-0544; p.547; Table 3; Isopropyl acetate,0.209200,estimated_total_including_systematics_coverage_unspecified,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,False,approve_primary_calorimetry,primary_calorimetry_verified_with_disclosed_source_quality_limits,True,True,True,,[],train,grp_5dea7427c65d07c7,wave1,2026-09-17,37.2,298,0.2,quarantine_compendium_provenance,approve_primary_calorimetry,1966WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_20_p0544-0552.pdf,full_primary_review,1966WAD,Isopropyl acetate,8.89,0.05,kcal/mol_defined_calorie,4.1840,25.00,298.15,547,3,A,CC(C)OC(=O)C,,,True,False,5,,Source reports Celsius; no historical scale transformation applied.,direct_calorimetry_reported_in_primary_paper,,,,No separate reference-temperature extrapolation used in the reviewed label.,,,,,,ff83a8bdaad3652c26c4b681614e9713a87e7cf6874b14cd223be1e1ef58eb2c,,,,,True,True,measurement,False,False,True,False,False,5,cal_a281c3826e399f16533b,OpenAI Codex; no independent human sign-off
rdr250199#csvline4104,compendium,mol_8568098f87e46d1f,"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3",methyl butyrate,40.1,298,40100,C,,"[""1981GAT/STR""]","RDR file 250199, CSV line 4104",0.4,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,hold_abstract_only,Publisher abstract describes an effusion calorimetric cell for vaporization; numeric tables unavailable.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,40.1,298,0.4,quarantine_compendium_provenance,hold_abstract_only,1981GAT/STR,https://doi.org/10.1007/BF00653098,abstract_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4130,compendium,mol_502267b1d358ae7d,"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3",propyl acetate,39.078560,298.15,39078.560000,electrical_energy_and_evaporated_mass_calorimetry,10.3891/acta.chem.scand.20-0544,"[""1966WAD""]",DOI 10.3891/acta.chem.scand.20-0544; p.547; Table 3; Propyl acetate,0.209200,estimated_total_including_systematics_coverage_unspecified,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,approve_primary_calorimetry,primary_calorimetry_verified_with_disclosed_source_quality_limits,True,True,True,,[],train,grp_5dea7427c65d07c7,wave1,2026-09-17,39.1,298,0.2,quarantine_compendium_provenance,approve_primary_calorimetry,1966WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_20_p0544-0552.pdf,full_primary_review,1966WAD,Propyl acetate,9.34,0.05,kcal/mol_defined_calorie,4.1840,25.00,298.15,547,3,A,CCCOC(=O)C,,,True,False,5,,Source reports Celsius; no historical scale transformation applied.,direct_calorimetry_reported_in_primary_paper,,,,No separate reference-temperature extrapolation used in the reviewed label.,,,,,,ff83a8bdaad3652c26c4b681614e9713a87e7cf6874b14cd223be1e1ef58eb2c,,,,,True,True,measurement,False,False,True,False,False,5,cal_1785d5381863d0304138,OpenAI Codex; no independent human sign-off
rdr250199#csvline4156,compendium,mol_91aa5b5594ca491a,"InChI=1S/C5H10O3/c1-5(6)8-4-3-7-2/h3-4H2,1-2H3",ethylene glycol methyl ethyl acetate,50.27,298.15,50270.00,electrical_energy_and_evaporated_mass_calorimetry,10.3891/acta.chem.scand.24-2037,"[""1970KUS/WAD""]",DOI 10.3891/acta.chem.scand.24-2037; p.2038; Table 1; MeOCH2CH2OAc (2-methoxyethyl acetate),0.06,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,False,approve_primary_calorimetry,primary_calorimetry_verified_with_disclosed_source_quality_limits,True,True,True,,[],train,grp_5dea7427c65d07c7,wave2,2026-09-18,50.3,298,0.1,quarantine_compendium_provenance,quarantine_compendium_provenance,1970KUS/WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_24_p2037-2042.pdf,full_primary_review,1970KUS/WAD,MeOCH2CH2OAc (2-methoxyethyl acetate),50.27,0.06,kJ/mol,1,25.00,298.15,2038,1,Lund electrical compensation; 1966 design with later changes,COCCOC(C)=O,,Methoxy-compound water uptake about 0.02 percent was not corrected; overall error has no stated finite upper bound. Existing name is preserved; primary formula resolves to 2-methoxyethyl acetate by full InChI.,True,False,5,5,Source reports Celsius; no historical scale transformation applied.,current_work_direct_calorimetry,>=,0.2,"1966 apparatus paper verified. Cited 1968 p.2434 conflicts with archive pagination; 1968 p.2438 is a plausible intended reference, not a confirmed correction.",Isothermal reported 25 C; no reference-temperature extrapolation applied.,known_uncorrected_water_uptake,,,,,9bdf015d78722cb403925df167ed3fa33aabefaa91437eca94aa51a227d49436,,0.03,2,,True,True,measurement,False,False,True,False,False,5,cal_8d2bb2bdab20b28c3e8e,OpenAI Codex; no independent human sign-off
rdr250199#csvline4212,compendium,mol_528932d2a9841ae7,"InChI=1S/C5H11Cl/c1-2-3-4-5-6/h2-5H2,1H3",1-chloropentane,38.24,298.15,38240.00,electrical_energy_and_evaporated_mass_calorimetry,10.3891/acta.chem.scand.22-2438,"[""1968WAD""]","DOI 10.3891/acta.chem.scand.22-2438; p.2440; Table 1; Pentyl, X=Cl",0.02,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,False,approve_primary_calorimetry,primary_calorimetry_verified_with_disclosed_source_quality_limits,True,True,True,,[],train,grp_5dea7427c65d07c7,wave1,2026-09-17,38.2,298,0.1,quarantine_compendium_provenance,approve_primary_calorimetry,1968WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_22_p2438-2444.pdf,full_primary_review,1968WAD,"Pentyl, X=Cl",38.24,0.02,kJ/mol,1,25.00,298.15,2440,1,C_improved,CCCCCCl,0.08,,True,False,5,,Source reports Celsius; no historical scale transformation applied.,direct_calorimetry_reported_in_primary_paper,,,,No separate reference-temperature extrapolation used in the reviewed label.,,,,,,a3bf97f0ff50f22cb2939406f90a0bf6964e3af2a7fff3ae69bbeb537e73abb6,,0.01,2,,True,True,measurement,False,False,True,False,False,5,cal_5d3fca784e173eb77c46,OpenAI Codex; no independent human sign-off
rdr250199#csvline4347,compendium,mol_024c11ca89792376,"InChI=1S/C5H12O/c1-3-4-5-6-2/h3-5H2,1-2H3",1-methoxybutane,32.4,298,32400,C,,"[""1980MAJ/WAG""]","RDR file 250199, CSV line 4347",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,hold_full_text_not_obtained,Bibliography resolved; original table and measurement-versus-correlation status unverified.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,32.4,298,,quarantine_compendium_provenance,hold_full_text_not_obtained,1980MAJ/WAG,https://doi.org/10.1016/0021-9614(80)90152-4,full_text_not_obtained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4348,compendium,mol_024c11ca89792376,"InChI=1S/C5H12O/c1-3-4-5-6-2/h3-5H2,1-2H3",1-methoxybutane,31.5,313,31500,C,,"[""1980MAJ/WAG""]","RDR file 250199, CSV line 4348",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_full_text_not_obtained,Bibliography resolved; original table and measurement-versus-correlation status unverified.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,31.5,313,,quarantine_compendium_provenance,hold_full_text_not_obtained,1980MAJ/WAG,https://doi.org/10.1016/0021-9614(80)90152-4,full_text_not_obtained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4349,compendium,mol_024c11ca89792376,"InChI=1S/C5H12O/c1-3-4-5-6-2/h3-5H2,1-2H3",1-methoxybutane,30.5,328,30500,C,,"[""1980MAJ/WAG""]","RDR file 250199, CSV line 4349",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_full_text_not_obtained,Bibliography resolved; original table and measurement-versus-correlation status unverified.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,30.5,328,,quarantine_compendium_provenance,hold_full_text_not_obtained,1980MAJ/WAG,https://doi.org/10.1016/0021-9614(80)90152-4,full_text_not_obtained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4350,compendium,mol_024c11ca89792376,"InChI=1S/C5H12O/c1-3-4-5-6-2/h3-5H2,1-2H3",1-methoxybutane,29.6,343,29600,C,,"[""1980MAJ/WAG""]","RDR file 250199, CSV line 4350",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_full_text_not_obtained,Bibliography resolved; original table and measurement-versus-correlation status unverified.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,29.6,343,,quarantine_compendium_provenance,hold_full_text_not_obtained,1980MAJ/WAG,https://doi.org/10.1016/0021-9614(80)90152-4,full_text_not_obtained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4351,compendium,mol_024c11ca89792376,"InChI=1S/C5H12O/c1-3-4-5-6-2/h3-5H2,1-2H3",1-methoxybutane,28.6,358,28600,C,,"[""1980MAJ/WAG""]","RDR file 250199, CSV line 4351",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_full_text_not_obtained,Bibliography resolved; original table and measurement-versus-correlation status unverified.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,28.6,358,,quarantine_compendium_provenance,hold_full_text_not_obtained,1980MAJ/WAG,https://doi.org/10.1016/0021-9614(80)90152-4,full_text_not_obtained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4377,compendium,mol_896a74ad0b2a7fde,"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3",methyl tert-butyl ether,29.8,298,29800,C,,"[""1980MAJ/WAG""]","RDR file 250199, CSV line 4377",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_full_text_not_obtained,Bibliography resolved; original table and measurement-versus-correlation status unverified.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,29.8,298,,quarantine_compendium_provenance,hold_full_text_not_obtained,1980MAJ/WAG,https://doi.org/10.1016/0021-9614(80)90152-4,full_text_not_obtained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4378,compendium,mol_896a74ad0b2a7fde,"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3",methyl tert-butyl ether,28.9,313,28900,C,,"[""1980MAJ/WAG""]","RDR file 250199, CSV line 4378",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_full_text_not_obtained,Bibliography resolved; original table and measurement-versus-correlation status unverified.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,28.9,313,,quarantine_compendium_provenance,hold_full_text_not_obtained,1980MAJ/WAG,https://doi.org/10.1016/0021-9614(80)90152-4,full_text_not_obtained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4379,compendium,mol_896a74ad0b2a7fde,"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3",methyl tert-butyl ether,28,328,28000,C,,"[""1980MAJ/WAG""]","RDR file 250199, CSV line 4379",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_full_text_not_obtained,Bibliography resolved; original table and measurement-versus-correlation status unverified.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,28,328,,quarantine_compendium_provenance,hold_full_text_not_obtained,1980MAJ/WAG,https://doi.org/10.1016/0021-9614(80)90152-4,full_text_not_obtained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4380,compendium,mol_896a74ad0b2a7fde,"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3",methyl tert-butyl ether,27,343,27000,C,,"[""1980MAJ/WAG""]","RDR file 250199, CSV line 4380",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_full_text_not_obtained,Bibliography resolved; original table and measurement-versus-correlation status unverified.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,27,343,,quarantine_compendium_provenance,hold_full_text_not_obtained,1980MAJ/WAG,https://doi.org/10.1016/0021-9614(80)90152-4,full_text_not_obtained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4401,compendium,mol_435971c8aa9ce0da,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",1-pentanol,55.7,313,55700,C,,"[""1985MAJ/SVO2""]","RDR file 250199, CSV line 4401",0.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,hold_ambiguous_reference_code,Code covers 15 alcohol rows and 6 dimethylpyridine rows in the frozen candidates.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,55.7,313,0.2,quarantine_compendium_provenance,hold_ambiguous_reference_code,1985MAJ/SVO2,,ambiguous_reference_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4402,compendium,mol_435971c8aa9ce0da,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",1-pentanol,54.4,328,54400,C,,"[""1985MAJ/SVO2""]","RDR file 250199, CSV line 4402",0.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,hold_ambiguous_reference_code,Code covers 15 alcohol rows and 6 dimethylpyridine rows in the frozen candidates.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,54.4,328,0.2,quarantine_compendium_provenance,hold_ambiguous_reference_code,1985MAJ/SVO2,,ambiguous_reference_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4403,compendium,mol_435971c8aa9ce0da,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",1-pentanol,53,343,53000,C,,"[""1985MAJ/SVO2""]","RDR file 250199, CSV line 4403",0.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,hold_ambiguous_reference_code,Code covers 15 alcohol rows and 6 dimethylpyridine rows in the frozen candidates.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,53,343,0.2,quarantine_compendium_provenance,hold_ambiguous_reference_code,1985MAJ/SVO2,,ambiguous_reference_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4404,compendium,mol_435971c8aa9ce0da,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",1-pentanol,51.2,358,51200,C,,"[""1985MAJ/SVO2""]","RDR file 250199, CSV line 4404",0.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,hold_ambiguous_reference_code,Code covers 15 alcohol rows and 6 dimethylpyridine rows in the frozen candidates.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,51.2,358,0.2,quarantine_compendium_provenance,hold_ambiguous_reference_code,1985MAJ/SVO2,,ambiguous_reference_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4413,compendium,mol_435971c8aa9ce0da,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",1-pentanol,56.944240,298.15,56944.240000,electrical_energy_and_evaporated_mass_calorimetry,10.3891/acta.chem.scand.20-0544,"[""1966WAD""]",DOI 10.3891/acta.chem.scand.20-0544; p.545; Table 1; 1-Pentanol,0.167360,estimated_total_including_systematics_coverage_unspecified,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,False,approve_primary_calorimetry,primary_calorimetry_verified_with_disclosed_source_quality_limits,True,True,True,,[],train,grp_5dea7427c65d07c7,wave1,2026-09-17,56.9,298,0.2,quarantine_compendium_provenance,approve_primary_calorimetry,1966WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_20_p0544-0552.pdf,full_primary_review,1966WAD,1-Pentanol,13.61,0.04,kcal/mol_defined_calorie,4.1840,25.00,298.15,545,1,C,CCCCCO,,,True,False,5,,Source reports Celsius; no historical scale transformation applied.,direct_calorimetry_reported_in_primary_paper,,,,No separate reference-temperature extrapolation used in the reviewed label.,,,,,,ff83a8bdaad3652c26c4b681614e9713a87e7cf6874b14cd223be1e1ef58eb2c,,,,,True,True,measurement,False,False,True,False,False,5,cal_f01fee36467c6f1768ae,OpenAI Codex; no independent human sign-off
rdr250199#csvline4454,compendium,mol_f32efffa3cd8e3f1,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",2-methyl-2-butanol,50.1,298,50100,C,,"[""1985MAJ/SVO2""]","RDR file 250199, CSV line 4454",0.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,hold_ambiguous_reference_code,Code covers 15 alcohol rows and 6 dimethylpyridine rows in the frozen candidates.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,50.1,298,0.2,quarantine_compendium_provenance,hold_ambiguous_reference_code,1985MAJ/SVO2,,ambiguous_reference_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4455,compendium,mol_f32efffa3cd8e3f1,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",2-methyl-2-butanol,48.4,313,48400,C,,"[""1985MAJ/SVO2""]","RDR file 250199, CSV line 4455",0.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,hold_ambiguous_reference_code,Code covers 15 alcohol rows and 6 dimethylpyridine rows in the frozen candidates.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,48.4,313,0.2,quarantine_compendium_provenance,hold_ambiguous_reference_code,1985MAJ/SVO2,,ambiguous_reference_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4456,compendium,mol_f32efffa3cd8e3f1,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",2-methyl-2-butanol,46.4,328,46400,C,,"[""1985MAJ/SVO2""]","RDR file 250199, CSV line 4456",0.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,hold_ambiguous_reference_code,Code covers 15 alcohol rows and 6 dimethylpyridine rows in the frozen candidates.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,46.4,328,0.2,quarantine_compendium_provenance,hold_ambiguous_reference_code,1985MAJ/SVO2,,ambiguous_reference_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4457,compendium,mol_f32efffa3cd8e3f1,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",2-methyl-2-butanol,44.2,343,44200,C,,"[""1985MAJ/SVO2""]","RDR file 250199, CSV line 4457",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_ambiguous_reference_code,Code covers 15 alcohol rows and 6 dimethylpyridine rows in the frozen candidates.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,44.2,343,0.1,quarantine_compendium_provenance,hold_ambiguous_reference_code,1985MAJ/SVO2,,ambiguous_reference_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4458,compendium,mol_f32efffa3cd8e3f1,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",2-methyl-2-butanol,42,358,42000,C,,"[""1985MAJ/SVO2""]","RDR file 250199, CSV line 4458",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_ambiguous_reference_code,Code covers 15 alcohol rows and 6 dimethylpyridine rows in the frozen candidates.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,42,358,0.1,quarantine_compendium_provenance,hold_ambiguous_reference_code,1985MAJ/SVO2,,ambiguous_reference_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4459,compendium,mol_f32efffa3cd8e3f1,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",2-methyl-2-butanol,40.3,368,40300,C,,"[""1985MAJ/SVO2""]","RDR file 250199, CSV line 4459",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_ambiguous_reference_code,Code covers 15 alcohol rows and 6 dimethylpyridine rows in the frozen candidates.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,40.3,368,0.1,quarantine_compendium_provenance,hold_ambiguous_reference_code,1985MAJ/SVO2,,ambiguous_reference_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4468,compendium,mol_7bd3eb1878fd3045,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",3-methyl-1-butanol,55.2,303,55200,C,,"[""1985MAJ/SVO2""]","RDR file 250199, CSV line 4468",0.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_ambiguous_reference_code,Code covers 15 alcohol rows and 6 dimethylpyridine rows in the frozen candidates.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,55.2,303,0.2,quarantine_compendium_provenance,hold_ambiguous_reference_code,1985MAJ/SVO2,,ambiguous_reference_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4469,compendium,mol_7bd3eb1878fd3045,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",3-methyl-1-butanol,54.2,313,54200,C,,"[""1985MAJ/SVO2""]","RDR file 250199, CSV line 4469",0.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_ambiguous_reference_code,Code covers 15 alcohol rows and 6 dimethylpyridine rows in the frozen candidates.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,54.2,313,0.2,quarantine_compendium_provenance,hold_ambiguous_reference_code,1985MAJ/SVO2,,ambiguous_reference_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4470,compendium,mol_7bd3eb1878fd3045,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",3-methyl-1-butanol,52.9,328,52900,C,,"[""1985MAJ/SVO2""]","RDR file 250199, CSV line 4470",0.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_ambiguous_reference_code,Code covers 15 alcohol rows and 6 dimethylpyridine rows in the frozen candidates.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,52.9,328,0.2,quarantine_compendium_provenance,hold_ambiguous_reference_code,1985MAJ/SVO2,,ambiguous_reference_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
