record_id,csv_line_1based,source_row_index,inchi,name,H_reported_kJ_mol,T_reported_K,H_corrected_298_kJ_mol,method,source_reference_codes,notes,reported_experimental_T_range,deviation_reported,original_row_json,C_candidate,source_verification_status,measurement_vs_reference_T_status,same_identity_T_H_method_reference_count,has_primary_pressure_match
rdr250199#csvline8191,8191,8189,"InChI=1S/C8H9Cl/c1-7-2-4-8(6-9)5-3-7/h2-5H,6H2,1H3",1-(chloromethyl)-4-methylbenzene,44.9,391.0,46.67251328838489,A,"['1987STE/MAL', '1999DYK/SVO']",,"[376.0, 457.0]",,"{"""":""8189"",""Vap_temp_H"":""1.7725132883848893"",""formula"":""C8H9Cl"",""name"":""1-(chloromethyl)-4-methylbenzene"",""Hvap_298"":""46.67251328838489"",""Cp_liq"":""227.2"",""Cp_sol"":""176.9"",""Cp_vap"":""155.745"",""Deviation"":"""",""Enthalpy"":""44.9"",""InChI"":""InChI=1S/C8H9Cl/c1-7-2-4-8(6-9)5-3-7/h2-5H,6H2,1H3"",""Method"":""A"",""Notes"":"""",""Reference"":""['1987STE/MAL', '1999DYK/SVO']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1113.6"",""Temp. range (K)"":""[376.0, 457.0]"",""Tm (K)"":""391.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline8192,8192,8190,"InChI=1S/C8H9Cl/c1-6-4-3-5-7(2)8(6)9/h3-5H,1-2H3","1-chloro-2,6-dimethylbenzene",49.8,298.0,49.8,GS,['2014VER/EME'],,"[275.0, 305.0]",0.3,"{"""":""8190"",""Vap_temp_H"":""0.0"",""formula"":""C8H9Cl"",""name"":""1-chloro-2,6-dimethylbenzene"",""Hvap_298"":""49.8"",""Cp_liq"":""229.6"",""Cp_sol"":""175.2"",""Cp_vap"":""153.96"",""Deviation"":""0.3"",""Enthalpy"":""49.8"",""InChI"":""InChI=1S/C8H9Cl/c1-6-4-3-5-7(2)8(6)9/h3-5H,1-2H3"",""Method"":""GS"",""Notes"":"""",""Reference"":""['2014VER/EME']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1871.86"",""Temp. range (K)"":""[275.0, 305.0]"",""Tm (K)"":""298.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,True
rdr250199#csvline8193,8193,8191,"InChI=1S/C8H9ClNO5PS/c1-13-16(17,14-2)15-6-3-4-8(10(11)12)7(9)5-6/h3-5H,1-2H3","O, O-(dimethyl)-O-(3-chloro-4-nitrophenyl)thiophosphate",92.0,346.0,92.75456,A,"['1987STE/MAL', '1999DYK/SVO']",,"[283.0, 409.0]",,"{"""":""8191"",""Vap_temp_H"":""0.7545599999999986"",""formula"":""C8H9ClNO5PS"",""name"":""O, O-(dimethyl)-O-(3-chloro-4-nitrophenyl)thiophosphate"",""Hvap_298"":""92.75456"",""Cp_liq"":""377.7"",""Cp_sol"":""285.6"",""Cp_vap"":""269.88"",""Deviation"":"""",""Enthalpy"":""92.0"",""InChI"":""InChI=1S/C8H9ClNO5PS/c1-13-16(17,14-2)15-6-3-4-8(10(11)12)7(9)5-6/h3-5H,1-2H3"",""Method"":""A"",""Notes"":"""",""Reference"":""['1987STE/MAL', '1999DYK/SVO']"",""T_high"":"""",""T_low"":"""",""T_mid"":"""",""Temp. range (K)"":""[283.0, 409.0]"",""Tm (K)"":""346.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline8194,8194,8192,"InChI=1S/C8H9ClO/c1-2-10-8-6-4-3-5-7(8)9/h3-6H,2H2,1H3",1-chloro-2-ethoxybenzene,52.4,333.0,53.189763593086184,A,"['1987STE/MAL', '1947STU']",,"[318.0, 481.0]",,"{"""":""8192"",""Vap_temp_H"":""0.7897635930861835"",""formula"":""C8H9ClO"",""name"":""1-chloro-2-ethoxybenzene"",""Hvap_298"":""53.189763593086184"",""Cp_liq"":""255.2"",""Cp_sol"":""195.4"",""Cp_vap"":""175.17"",""Deviation"":"""",""Enthalpy"":""52.4"",""InChI"":""InChI=1S/C8H9ClO/c1-2-10-8-6-4-3-5-7(8)9/h3-6H,2H2,1H3"",""Method"":""A"",""Notes"":"""",""Reference"":""['1987STE/MAL', '1947STU']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1182.23"",""Temp. range (K)"":""[318.0, 481.0]"",""Tm (K)"":""333.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline8195,8195,8193,"InChI=1S/C8H9ClO/c9-8-3-1-7(2-4-8)5-6-10/h1-4,10H,5-6H2",4-chlorophenethyl alcohol,59.3,411.0,59.793967679713404,A,"['1987STE/MAL', '1947STU']",,"[426.0, 673.0]",,"{"""":""8193"",""Vap_temp_H"":""0.4939676797134105"",""formula"":""C8H9ClO"",""name"":""4-chlorophenethyl alcohol"",""Hvap_298"":""59.793967679713404"",""Cp_liq"":""282.9"",""Cp_sol"":""189.9"",""Cp_vap"":""169.395"",""Deviation"":"""",""Enthalpy"":""59.3"",""InChI"":""InChI=1S/C8H9ClO/c9-8-3-1-7(2-4-8)5-6-10/h1-4,10H,5-6H2"",""Method"":""A"",""Notes"":"""",""Reference"":""['1987STE/MAL', '1947STU']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1650.64"",""Temp. range (K)"":""[426.0, 673.0]"",""Tm (K)"":""411.0""}",False,not_primary_paper_verified,reported_T_outside_listed_range_review_correction,1,False
rdr250199#csvline8196,8196,8194,"InChI=1S/C8H9ClO/c1-2-10-8-5-3-7(9)4-6-8/h3-6H,2H2,1H3",4-chloro-1-ethoxybenzene,49.5,410.0,50.21761226332678,A,"['1987STE/MAL', '1947STU']",,"[395.0, 485.0]",,"{"""":""8194"",""Vap_temp_H"":""0.7176122633267781"",""formula"":""C8H9ClO"",""name"":""4-chloro-1-ethoxybenzene"",""Hvap_298"":""50.21761226332678"",""Cp_liq"":""255.2"",""Cp_sol"":""195.4"",""Cp_vap"":""175.17"",""Deviation"":"""",""Enthalpy"":""49.5"",""InChI"":""InChI=1S/C8H9ClO/c1-2-10-8-5-3-7(9)4-6-8/h3-6H,2H2,1H3"",""Method"":""A"",""Notes"":"""",""Reference"":""['1987STE/MAL', '1947STU']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1182.22"",""Temp. range (K)"":""[395.0, 485.0]"",""Tm (K)"":""410.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline8197,8197,8195,"InChI=1S/C8H9ClO3/c1-11-6-4-3-5(9)8(12-2)7(6)10/h3-4,10H,1-2H3","3-chloro-2,6-dimethoxyphenol",68.6,308.0,68.84899269940206,CGC,['1999LEI/WAN2'],,"[293.0, 323.0]",,"{"""":""8195"",""Vap_temp_H"":""0.2489926994020657"",""formula"":""C8H9ClO3"",""name"":""3-chloro-2,6-dimethoxyphenol"",""Hvap_298"":""68.84899269940206"",""Cp_liq"":""359.9"",""Cp_sol"":""224.0"",""Cp_vap"":""205.2"",""Deviation"":"""",""Enthalpy"":""68.6"",""InChI"":""InChI=1S/C8H9ClO3/c1-11-6-4-3-5(9)8(12-2)7(6)10/h3-4,10H,1-2H3"",""Method"":""CGC"",""Notes"":"""",""Reference"":""['1999LEI/WAN2']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1562.89"",""Temp. range (K)"":""[293.0, 323.0]"",""Tm (K)"":""308.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline8198,8198,8196,"InChI=1S/C8H9Cl3O4/c1-3-15-7(14)5(4(2)12)6(13)8(9,10)11/h5H,3H2,1-2H3","2-acetyl-4,4,4-trichloro-3-oxobutyric acid, ethyl ester",53.1,389.0,56.06479956681761,A,"['1987STE/MAL', '1999DYK/SVO']",,"[374.0, 409.0]",,"{"""":""8196"",""Vap_temp_H"":""2.9647995668176073"",""formula"":""C8H9Cl3O4"",""name"":""2-acetyl-4,4,4-trichloro-3-oxobutyric acid, ethyl ester"",""Hvap_298"":""56.06479956681761"",""Cp_liq"":""393.2"",""Cp_sol"":""300.0"",""Cp_vap"":""285.0"",""Deviation"":"""",""Enthalpy"":""53.1"",""InChI"":""InChI=1S/C8H9Cl3O4/c1-3-15-7(14)5(4(2)12)6(13)8(9,10)11/h5H,3H2,1-2H3"",""Method"":""A"",""Notes"":"""",""Reference"":""['1987STE/MAL', '1999DYK/SVO']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""737.77"",""Temp. range (K)"":""[374.0, 409.0]"",""Tm (K)"":""389.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline8199,8199,8197,"InChI=1S/C8H9I/c1-7(9)8-5-3-2-4-6-8/h2-7H,1H3",(1-iodoethyl)benzene,59.9,298.0,59.9,GS,['2002KRA/VAS'],,"[303.0, 340.0]",0.4,"{"""":""8197"",""Vap_temp_H"":""0.0"",""formula"":""C8H9I"",""name"":""(1-iodoethyl)benzene"",""Hvap_298"":""59.9"",""Cp_liq"":""226.7"",""Cp_sol"":""169.8"",""Cp_vap"":""148.29"",""Deviation"":""0.4"",""Enthalpy"":""59.9"",""InChI"":""InChI=1S/C8H9I/c1-7(9)8-5-3-2-4-6-8/h2-7H,1H3"",""Method"":""GS"",""Notes"":"""",""Reference"":""['2002KRA/VAS']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1011.19"",""Temp. range (K)"":""[303.0, 340.0]"",""Tm (K)"":""298.0""}",False,not_primary_paper_verified,reported_T_outside_listed_range_review_correction,1,False
rdr250199#csvline8200,8200,8198,"InChI=1S/C8H9I/c1-6-3-4-8(9)7(2)5-6/h3-5H,1-2H3","1-iodo-2,4-dimethylbenzene",56.8,311.0,57.12596406463299,GS,['2015VER/SAZ'],,"[294.0, 328.0]",0.3,"{"""":""8198"",""Vap_temp_H"":""0.32596406463299155"",""formula"":""C8H9I"",""name"":""1-iodo-2,4-dimethylbenzene"",""Hvap_298"":""57.12596406463299"",""Cp_liq"":""238.0"",""Cp_sol"":""174.6"",""Cp_vap"":""153.33"",""Deviation"":""0.3"",""Enthalpy"":""56.8"",""InChI"":""InChI=1S/C8H9I/c1-6-3-4-8(9)7(2)5-6/h3-5H,1-2H3"",""Method"":""GS"",""Notes"":"""",""Reference"":""['2015VER/SAZ']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1230.6"",""Temp. range (K)"":""[294.0, 328.0]"",""Tm (K)"":""311.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,True
rdr250199#csvline8201,8201,8199,"InChI=1S/C8H9I/c1-6-3-4-8(9)7(2)5-6/h3-5H,1-2H3","1-iodo-2,4-dimethylbenzene",57.7,298.0,57.7,GS,['2015VER/SAZ'],,"[294.0, 328.0]",0.6,"{"""":""8199"",""Vap_temp_H"":""0.0"",""formula"":""C8H9I"",""name"":""1-iodo-2,4-dimethylbenzene"",""Hvap_298"":""57.7"",""Cp_liq"":""238.0"",""Cp_sol"":""174.6"",""Cp_vap"":""153.33"",""Deviation"":""0.6"",""Enthalpy"":""57.7"",""InChI"":""InChI=1S/C8H9I/c1-6-3-4-8(9)7(2)5-6/h3-5H,1-2H3"",""Method"":""GS"",""Notes"":"""",""Reference"":""['2015VER/SAZ']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1230.6"",""Temp. range (K)"":""[294.0, 328.0]"",""Tm (K)"":""298.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,True
rdr250199#csvline8202,8202,8200,"InChI=1S/C8H9I/c1-6-4-3-5-7(2)8(6)9/h3-5H,1-2H3","1-iodo-2,6-dimethylbenzene",56.9,309.0,57.180156362377254,GS,['2015VER/SAZ'],,"[285.0, 333.0]",0.1,"{"""":""8200"",""Vap_temp_H"":""0.2801563623772567"",""formula"":""C8H9I"",""name"":""1-iodo-2,6-dimethylbenzene"",""Hvap_298"":""57.180156362377254"",""Cp_liq"":""238.0"",""Cp_sol"":""174.6"",""Cp_vap"":""153.33"",""Deviation"":""0.1"",""Enthalpy"":""56.9"",""InChI"":""InChI=1S/C8H9I/c1-6-4-3-5-7(2)8(6)9/h3-5H,1-2H3"",""Method"":""GS"",""Notes"":"""",""Reference"":""['2015VER/SAZ']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1230.58"",""Temp. range (K)"":""[285.0, 333.0]"",""Tm (K)"":""309.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,True
rdr250199#csvline8203,8203,8201,"InChI=1S/C8H9I/c1-6-4-3-5-7(2)8(6)9/h3-5H,1-2H3","1-iodo-2,6-dimethylbenzene",57.6,298.0,57.6,GS,['2015VER/SAZ'],,"[285.0, 333.0]",0.4,"{"""":""8201"",""Vap_temp_H"":""0.0"",""formula"":""C8H9I"",""name"":""1-iodo-2,6-dimethylbenzene"",""Hvap_298"":""57.6"",""Cp_liq"":""238.0"",""Cp_sol"":""174.6"",""Cp_vap"":""153.33"",""Deviation"":""0.4"",""Enthalpy"":""57.6"",""InChI"":""InChI=1S/C8H9I/c1-6-4-3-5-7(2)8(6)9/h3-5H,1-2H3"",""Method"":""GS"",""Notes"":"""",""Reference"":""['2015VER/SAZ']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1230.58"",""Temp. range (K)"":""[285.0, 333.0]"",""Tm (K)"":""298.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,True
rdr250199#csvline8204,8204,8202,"InChI=1S/C8H9N/c1-3-8-5-4-7(2)9-6-8/h3-6H,1H2,2H3",2-methyl-5-vinylpyridine,55.2,357.0,57.20407651107175,A,['1987STE/MAL'],,"[342.0, 457.0]",,"{"""":""8202"",""Vap_temp_H"":""2.0040765110717444"",""formula"":""C8H9N"",""name"":""2-methyl-5-vinylpyridine"",""Hvap_298"":""57.20407651107175"",""Cp_liq"":""217.0"",""Cp_sol"":""179.7"",""Cp_vap"":""158.685"",""Deviation"":"""",""Enthalpy"":""55.2"",""InChI"":""InChI=1S/C8H9N/c1-3-8-5-4-7(2)9-6-8/h3-6H,1H2,2H3"",""Method"":""A"",""Notes"":"""",""Reference"":""['1987STE/MAL']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1004.9"",""Temp. range (K)"":""[342.0, 457.0]"",""Tm (K)"":""357.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline8205,8205,8203,"InChI=1S/C8H9N/c1-3-8-5-4-7(2)9-6-8/h3-6H,1H2,2H3",2-methyl-5-vinylpyridine,54.5,357.0,56.504076511071744,,"['1961FRO/LOG', '1984BOU/FRI']",,"[342.0, 457.0]",,"{"""":""8203"",""Vap_temp_H"":""2.0040765110717444"",""formula"":""C8H9N"",""name"":""2-methyl-5-vinylpyridine"",""Hvap_298"":""56.504076511071744"",""Cp_liq"":""217.0"",""Cp_sol"":""179.7"",""Cp_vap"":""158.685"",""Deviation"":"""",""Enthalpy"":""54.5"",""InChI"":""InChI=1S/C8H9N/c1-3-8-5-4-7(2)9-6-8/h3-6H,1H2,2H3"",""Method"":"""",""Notes"":"""",""Reference"":""['1961FRO/LOG', '1984BOU/FRI']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1004.9"",""Temp. range (K)"":""[342.0, 457.0]"",""Tm (K)"":""357.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline8206,8206,8204,"InChI=1S/C8H9N/c1-9-7-8-5-3-2-4-6-8/h2-7H,1H3",N-methylbenzaldehyde-imine,51.1,301.0,51.20323110965516,GS,['1997VER/MOR'],,"[283.0, 318.0]",0.2,"{"""":""8204"",""Vap_temp_H"":""0.10323110965515486"",""formula"":""C8H9N"",""name"":""N-methylbenzaldehyde-imine"",""Hvap_298"":""51.20323110965516"",""Cp_liq"":""229.5"",""Cp_sol"":""173.1"",""Cp_vap"":""151.755"",""Deviation"":""0.2"",""Enthalpy"":""51.1"",""InChI"":""InChI=1S/C8H9N/c1-9-7-8-5-3-2-4-6-8/h2-7H,1H3"",""Method"":""GS"",""Notes"":"""",""Reference"":""['1997VER/MOR']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1070.19"",""Temp. range (K)"":""[283.0, 318.0]"",""Tm (K)"":""301.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline8207,8207,8205,"InChI=1S/C8H9N/c1-9-7-8-5-3-2-4-6-8/h2-7H,1H3",N-methylbenzaldehyde-imine,51.2,298.0,51.2,GS,['1997VER/MOR'],,"[283.0, 318.0]",0.2,"{"""":""8205"",""Vap_temp_H"":""0.0"",""formula"":""C8H9N"",""name"":""N-methylbenzaldehyde-imine"",""Hvap_298"":""51.2"",""Cp_liq"":""229.5"",""Cp_sol"":""173.1"",""Cp_vap"":""151.755"",""Deviation"":""0.2"",""Enthalpy"":""51.2"",""InChI"":""InChI=1S/C8H9N/c1-9-7-8-5-3-2-4-6-8/h2-7H,1H3"",""Method"":""GS"",""Notes"":"""",""Reference"":""['1997VER/MOR']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1070.19"",""Temp. range (K)"":""[283.0, 318.0]"",""Tm (K)"":""298.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline8208,8208,8206,"InChI=1S/C8H9N/c1-2-4-8-7(3-1)5-6-9-8/h1-4,9H,5-6H2",indoline,60.9,298.0,60.9,GS,['2011VER/EME'],,"[281.0, 338.0]",0.2,"{"""":""8206"",""Vap_temp_H"":""0.0"",""formula"":""C8H9N"",""name"":""indoline"",""Hvap_298"":""60.9"",""Cp_liq"":""229.2"",""Cp_sol"":""152.2"",""Cp_vap"":""129.81"",""Deviation"":""0.2"",""Enthalpy"":""60.9"",""InChI"":""InChI=1S/C8H9N/c1-2-4-8-7(3-1)5-6-9-8/h1-4,9H,5-6H2"",""Method"":""GS"",""Notes"":"""",""Reference"":""['2011VER/EME']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""973.31"",""Temp. range (K)"":""[281.0, 338.0]"",""Tm (K)"":""298.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline8209,8209,8207,"InChI=1S/C8H9N/c1-2-4-8-7(3-1)5-6-9-8/h1-4,9H,5-6H2",indoline,61.9,298.0,61.9,C,['2008RIB/CAB3'],,,1.7,"{"""":""8207"",""Vap_temp_H"":""0.0"",""formula"":""C8H9N"",""name"":""indoline"",""Hvap_298"":""61.9"",""Cp_liq"":""229.2"",""Cp_sol"":""152.2"",""Cp_vap"":""129.81"",""Deviation"":""1.7"",""Enthalpy"":""61.9"",""InChI"":""InChI=1S/C8H9N/c1-2-4-8-7(3-1)5-6-9-8/h1-4,9H,5-6H2"",""Method"":""C"",""Notes"":"""",""Reference"":""['2008RIB/CAB3']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""973.31"",""Temp. range (K)"":"""",""Tm (K)"":""298.0""}",True,not_primary_paper_verified,unresolved,1,False
rdr250199#csvline8210,8210,8208,"InChI=1S/2C8H9NO/c2*1-7(10)9-8-5-3-2-4-6-8/h2*2-6H,1H3,(H,9,10)",acetanilide (N-phenylacetamide),82.1,298.0,82.1,CGC,['2012UMN/CHI'],,,3.0,"{"""":""8208"",""Vap_temp_H"":""0.0"",""formula"":""C8H9NO"",""name"":""acetanilide (N-phenylacetamide)"",""Hvap_298"":""82.1"",""Cp_liq"":""564.1999999999999"",""Cp_sol"":""362.6"",""Cp_vap"":""350.73"",""Deviation"":""3.0"",""Enthalpy"":""82.1"",""InChI"":""InChI=1S/2C8H9NO/c2*1-7(10)9-8-5-3-2-4-6-8/h2*2-6H,1H3,(H,9,10)"",""Method"":""CGC"",""Notes"":"""",""Reference"":""['2012UMN/CHI']"",""T_high"":"""",""T_low"":"""",""T_mid"":"""",""Temp. range (K)"":"""",""Tm (K)"":""298.0""}",False,not_primary_paper_verified,unresolved,1,False
rdr250199#csvline8211,8211,8209,"InChI=1S/2C8H9NO/c2*1-7(10)9-8-5-3-2-4-6-8/h2*2-6H,1H3,(H,9,10)",acetanilide (N-phenylacetamide),64.8,488.0,67.0553,A,['1987STE/MAL'],,"[473.0, 577.0]",,"{"""":""8209"",""Vap_temp_H"":""2.255300000000001"",""formula"":""C8H9NO"",""name"":""acetanilide (N-phenylacetamide)"",""Hvap_298"":""67.0553"",""Cp_liq"":""564.1999999999999"",""Cp_sol"":""362.6"",""Cp_vap"":""350.73"",""Deviation"":"""",""Enthalpy"":""64.8"",""InChI"":""InChI=1S/2C8H9NO/c2*1-7(10)9-8-5-3-2-4-6-8/h2*2-6H,1H3,(H,9,10)"",""Method"":""A"",""Notes"":"""",""Reference"":""['1987STE/MAL']"",""T_high"":"""",""T_low"":"""",""T_mid"":"""",""Temp. range (K)"":""[473.0, 577.0]"",""Tm (K)"":""488.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline8212,8212,8210,"InChI=1S/2C8H9NO/c2*1-7(10)9-8-5-3-2-4-6-8/h2*2-6H,1H3,(H,9,10)",acetanilide (N-phenylacetamide),66.3,402.0,67.53448,,['1947STU'],,"[387.0, 577.0]",,"{"""":""8210"",""Vap_temp_H"":""1.23448"",""formula"":""C8H9NO"",""name"":""acetanilide (N-phenylacetamide)"",""Hvap_298"":""67.53448"",""Cp_liq"":""564.1999999999999"",""Cp_sol"":""362.6"",""Cp_vap"":""350.73"",""Deviation"":"""",""Enthalpy"":""66.3"",""InChI"":""InChI=1S/2C8H9NO/c2*1-7(10)9-8-5-3-2-4-6-8/h2*2-6H,1H3,(H,9,10)"",""Method"":"""",""Notes"":"""",""Reference"":""['1947STU']"",""T_high"":"""",""T_low"":"""",""T_mid"":"""",""Temp. range (K)"":""[387.0, 577.0]"",""Tm (K)"":""402.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline8213,8213,8211,"InChI=1S/C8H9NO/c1-9-8(10)7-5-3-2-4-6-7/h2-6H,1H3,(H,9,10)",N-methylbenzamide,79.2,356.0,80.35467626959348,Static,['2010ALM/MON'],,"[323.0, 388.0]",0.1,"{"""":""8211"",""Vap_temp_H"":""1.154676269593482"",""formula"":""C8H9NO"",""name"":""N-methylbenzamide"",""Hvap_298"":""80.35467626959348"",""Cp_liq"":""282.1"",""Cp_sol"":""181.3"",""Cp_vap"":""160.365"",""Deviation"":""0.1"",""Enthalpy"":""79.2"",""InChI"":""InChI=1S/C8H9NO/c1-9-8(10)7-5-3-2-4-6-7/h2-6H,1H3,(H,9,10)"",""Method"":""Static"",""Notes"":"""",""Reference"":""['2010ALM/MON']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1113.57"",""Temp. range (K)"":""[323.0, 388.0]"",""Tm (K)"":""356.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,True
rdr250199#csvline8214,8214,8212,"InChI=1S/C8H9NO/c1-9-8(10)7-5-3-2-4-6-7/h2-6H,1H3,(H,9,10)",N-methylbenzamide,84.9,298.0,84.9,Static,['2010ALM/MON'],[Note: VP measurements in [2010ALM/MON] include those for the subcooled liquid.],"[323.0, 388.0]",0.5,"{"""":""8212"",""Vap_temp_H"":""0.0"",""formula"":""C8H9NO"",""name"":""N-methylbenzamide"",""Hvap_298"":""84.9"",""Cp_liq"":""282.1"",""Cp_sol"":""181.3"",""Cp_vap"":""160.365"",""Deviation"":""0.5"",""Enthalpy"":""84.9"",""InChI"":""InChI=1S/C8H9NO/c1-9-8(10)7-5-3-2-4-6-7/h2-6H,1H3,(H,9,10)"",""Method"":""Static"",""Notes"":""[Note: VP measurements in [2010ALM/MON] include those for the subcooled liquid.]"",""Reference"":""['2010ALM/MON']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1113.57"",""Temp. range (K)"":""[323.0, 388.0]"",""Tm (K)"":""298.0""}",False,not_primary_paper_verified,reported_T_outside_listed_range_review_correction,1,True
rdr250199#csvline8215,8215,8213,"InChI=1S/C8H9NO2/c1-6-4-3-5-7(2)8(6)9(10)11/h3-5H,1-2H3","2-nitro-1,3-dimethylbenzene",57.2,303.0,57.43873219824649,GS,['2000VER/HEI'],,"[284.0, 323.0]",0.8,"{"""":""8213"",""Vap_temp_H"":""0.2387321982464894"",""formula"":""C8H9NO2"",""name"":""2-nitro-1,3-dimethylbenzene"",""Hvap_298"":""57.43873219824649"",""Cp_liq"":""262.9"",""Cp_sol"":""201.9"",""Cp_vap"":""181.995"",""Deviation"":""0.8"",""Enthalpy"":""57.2"",""InChI"":""InChI=1S/C8H9NO2/c1-6-4-3-5-7(2)8(6)9(10)11/h3-5H,1-2H3"",""Method"":""GS"",""Notes"":"""",""Reference"":""['2000VER/HEI']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1276.3"",""Temp. range (K)"":""[284.0, 323.0]"",""Tm (K)"":""303.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline8216,8216,8214,"InChI=1S/C8H9NO2/c1-6-4-3-5-7(2)8(6)9(10)11/h3-5H,1-2H3","2-nitro-1,3-dimethylbenzene",57.5,298.0,57.5,GS,['2000VER/HEI'],,"[284.0, 323.0]",0.8,"{"""":""8214"",""Vap_temp_H"":""0.0"",""formula"":""C8H9NO2"",""name"":""2-nitro-1,3-dimethylbenzene"",""Hvap_298"":""57.5"",""Cp_liq"":""262.9"",""Cp_sol"":""201.9"",""Cp_vap"":""181.995"",""Deviation"":""0.8"",""Enthalpy"":""57.5"",""InChI"":""InChI=1S/C8H9NO2/c1-6-4-3-5-7(2)8(6)9(10)11/h3-5H,1-2H3"",""Method"":""GS"",""Notes"":"""",""Reference"":""['2000VER/HEI']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1276.3"",""Temp. range (K)"":""[284.0, 323.0]"",""Tm (K)"":""298.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
rdr250199#csvline8217,8217,8215,"InChI=1S/C8H9NO2/c1-6-4-3-5-7(2)8(6)9(10)11/h3-5H,1-2H3","2-nitro-1,3-dimethylbenzene",49.7,388.0,52.36146951047213,A,['1987STE/MAL'],,"[373.0, 498.0]",,"{"""":""8215"",""Vap_temp_H"":""2.661469510472129"",""formula"":""C8H9NO2"",""name"":""2-nitro-1,3-dimethylbenzene"",""Hvap_298"":""52.36146951047213"",""Cp_liq"":""262.9"",""Cp_sol"":""201.9"",""Cp_vap"":""181.995"",""Deviation"":"""",""Enthalpy"":""49.7"",""InChI"":""InChI=1S/C8H9NO2/c1-6-4-3-5-7(2)8(6)9(10)11/h3-5H,1-2H3"",""Method"":""A"",""Notes"":"""",""Reference"":""['1987STE/MAL']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1276.3"",""Temp. range (K)"":""[373.0, 498.0]"",""Tm (K)"":""388.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,False
