molecule_id,inchi,source_name,source_inchikeys_json,rdkit_version,canonical_isomeric_smiles,rdkit_inchi,inchikey,connectivity_key,formula,fragments,net_formal_charge,contains_charged_atoms,radical_electrons,potential_stereo_count,unspecified_stereo_count,carboxylic_acid,exclusion_reasons,structure_eligible,physical_sample_identity_verified,component_id,split,has_calorimetry_candidate,has_cold_episode,pressure_rows_deduplicated,enthalpy_certified_count
mol_8c26cc46761de673,InChI=1S/C5H8O/c6-5-3-1-2-4-5/h1-4H2,cyclopentanone,"[""BGTOWKSIORTVQH-UHFFFAOYSA-N""]",2025.09.6,O=C1CCCC1,InChI=1S/C5H8O/c6-5-3-1-2-4-5/h1-4H2,BGTOWKSIORTVQH-UHFFFAOYSA-N,BGTOWKSIORTVQH,C5H8O,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,True,False,20,0
mol_8c6d4251bbcdb100,InChI=1S/C6H5I/c7-6-4-2-1-3-5-6/h1-5H,iodobenzene,"[""SNHMUERNLJLMHN-UHFFFAOYSA-N""]",2025.09.6,Ic1ccccc1,InChI=1S/C6H5I/c7-6-4-2-1-3-5-6/h1-5H,SNHMUERNLJLMHN-UHFFFAOYSA-N,SNHMUERNLJLMHN,C6H5I,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,12,0
mol_8ced90bc6ccb8f46,"InChI=1S/C12H23NSi2/c1-14(2,3)13(15(4,5)6)12-10-8-7-9-11-12/h7-11H,1-6H3","N,N-bis(trimethylsilyl)aniline","[""UUBHRQZKROMHOC-UHFFFAOYSA-N""]",2025.09.6,C[Si](C)(C)N(c1ccccc1)[Si](C)(C)C,"InChI=1S/C12H23NSi2/c1-14(2,3)13(15(4,5)6)12-10-8-7-9-11-12/h7-11H,1-6H3",UUBHRQZKROMHOC-UHFFFAOYSA-N,UUBHRQZKROMHOC,C12H23NSi2,1,0,False,0,0,0,False,,True,False,grp_27b44b5a9de26f9f,test,False,True,24,0
mol_8d942921e2ad5a04,"InChI=1S/C6H5Cl2N/c7-4-1-5(8)3-6(9)2-4/h1-3H,9H2","3,5-dichloroaniline","[""UQRLKWGPEVNVHT-UHFFFAOYSA-N""]",2025.09.6,Nc1cc(Cl)cc(Cl)c1,"InChI=1S/C6H5Cl2N/c7-4-1-5(8)3-6(9)2-4/h1-3H,9H2",UQRLKWGPEVNVHT-UHFFFAOYSA-N,UQRLKWGPEVNVHT,C6H5Cl2N,1,0,False,0,0,0,False,,True,False,grp_8d942921e2ad5a04,test,False,False,8,0
mol_8e04cff78b5bee09,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3",ethyl dodecanoate,"[""MMXKVMNBHPAILY-UHFFFAOYSA-N""]",2025.09.6,CCCCCCCCCCCC(=O)OCC,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3",MMXKVMNBHPAILY-UHFFFAOYSA-N,MMXKVMNBHPAILY,C14H28O2,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,12,0
mol_8f32c24fded8ca18,"InChI=1S/C8H10O2/c1-2-10-8-6-4-3-5-7(8)9/h3-6,9H,2H2,1H3",2-ethoxyphenol,"[""MOEFFSWKSMRFRQ-UHFFFAOYSA-N""]",2025.09.6,CCOc1ccccc1O,"InChI=1S/C8H10O2/c1-2-10-8-6-4-3-5-7(8)9/h3-6,9H,2H2,1H3",MOEFFSWKSMRFRQ-UHFFFAOYSA-N,MOEFFSWKSMRFRQ,C8H10O2,1,0,False,0,0,0,False,,True,False,grp_8f32c24fded8ca18,validation,False,True,11,0
mol_8f8d88329a658c4a,"InChI=1S/C6H10O4/c1-9-5(7)3-4-6(8)10-2/h3-4H2,1-2H3","dimethyl 1,4-butanedioate","[""MUXOBHXGJLMRAB-UHFFFAOYSA-N""]",2025.09.6,COC(=O)CCC(=O)OC,"InChI=1S/C6H10O4/c1-9-5(7)3-4-6(8)10-2/h3-4H2,1-2H3",MUXOBHXGJLMRAB-UHFFFAOYSA-N,MUXOBHXGJLMRAB,C6H10O4,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,22,0
mol_900a0f38b179fea2,"InChI=1S/C7H7I/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",4-iodotoluene,"[""UDHAWRUAECEBHC-UHFFFAOYSA-N""]",2025.09.6,Cc1ccc(I)cc1,"InChI=1S/C7H7I/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",UDHAWRUAECEBHC-UHFFFAOYSA-N,UDHAWRUAECEBHC,C7H7I,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,False,7,0
mol_90b69659cd0ca4f3,"InChI=1S/C7H12O3/c1-3-10-7(9)5-4-6(2)8/h3-5H2,1-2H3",ethyl levulinate,"[""GMEONFUTDYJSNV-UHFFFAOYSA-N""]",2025.09.6,CCOC(=O)CCC(C)=O,"InChI=1S/C7H12O3/c1-3-10-7(9)5-4-6(2)8/h3-5H2,1-2H3",GMEONFUTDYJSNV-UHFFFAOYSA-N,GMEONFUTDYJSNV,C7H12O3,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,12,0
mol_913f04ec4de50c29,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",octane,"[""TVMXDCGIABBOFY-UHFFFAOYSA-N""]",2025.09.6,CCCCCCCC,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",TVMXDCGIABBOFY-UHFFFAOYSA-N,TVMXDCGIABBOFY,C8H18,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,True,False,3,0
mol_916b454c615e7792,"InChI=1S/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3",methyl 4-hydroxybenzoate,"[""LXCFILQKKLGQFO-UHFFFAOYSA-N""]",2025.09.6,COC(=O)c1ccc(O)cc1,"InChI=1S/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3",LXCFILQKKLGQFO-UHFFFAOYSA-N,LXCFILQKKLGQFO,C8H8O3,1,0,False,0,0,0,False,,True,False,grp_fd910654208f838e,validation,False,True,20,0
mol_917a799c2b100236,InChI=1S/C9H7FN2/c10-8-3-1-2-4-9(8)12-6-5-11-7-12/h1-7H,2-fluoro-phenyl-1H-imidazole,"[""GWEXXBVPLGNFOW-UHFFFAOYSA-N""]",2025.09.6,Fc1ccccc1-n1ccnc1,InChI=1S/C9H7FN2/c10-8-3-1-2-4-9(8)12-6-5-11-7-12/h1-7H,GWEXXBVPLGNFOW-UHFFFAOYSA-N,GWEXXBVPLGNFOW,C9H7FN2,1,0,False,0,0,0,False,,True,False,grp_5ed1239f1de5ca2c,validation,False,True,10,0
mol_919fb7158bc3ca7a,"InChI=1S/C17H28/c1-2-3-4-5-6-7-8-9-11-14-17-15-12-10-13-16-17/h10,12-13,15-16H,2-9,11,14H2,1H3",undecylbenzene,"[""XBEADGFTLHRJRB-UHFFFAOYSA-N""]",2025.09.6,CCCCCCCCCCCc1ccccc1,"InChI=1S/C17H28/c1-2-3-4-5-6-7-8-9-11-14-17-15-12-10-13-16-17/h10,12-13,15-16H,2-9,11,14H2,1H3",XBEADGFTLHRJRB-UHFFFAOYSA-N,XBEADGFTLHRJRB,C17H28,1,0,False,0,0,0,False,,True,False,grp_4cb2ec77bd45a869,test,False,True,9,0
mol_91aa5b5594ca491a,"InChI=1S/C5H10O3/c1-5(6)8-4-3-7-2/h3-4H2,1-2H3",2-methoxyethyl ethanoate,"[""XLLIQLLCWZCATF-UHFFFAOYSA-N""]",2025.09.6,COCCOC(C)=O,"InChI=1S/C5H10O3/c1-5(6)8-4-3-7-2/h3-4H2,1-2H3",XLLIQLLCWZCATF-UHFFFAOYSA-N,XLLIQLLCWZCATF,C5H10O3,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,True,False,4,0
mol_91ac98172fb47d8a,"InChI=1S/C8H14O4/c1-4-11-7(9)6(3)8(10)12-5-2/h6H,4-5H2,1-3H3",diethyl methylpropanedioate,"[""UPQZOUHVTJNGFK-UHFFFAOYSA-N""]",2025.09.6,CCOC(=O)C(C)C(=O)OCC,"InChI=1S/C8H14O4/c1-4-11-7(9)6(3)8(10)12-5-2/h6H,4-5H2,1-3H3",UPQZOUHVTJNGFK-UHFFFAOYSA-N,UPQZOUHVTJNGFK,C8H14O4,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,False,5,0
mol_91d56f798d34f28f,"InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",triethylene glycol,"[""ZIBGPFATKBEMQZ-UHFFFAOYSA-N""]",2025.09.6,OCCOCCOCCO,"InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",ZIBGPFATKBEMQZ-UHFFFAOYSA-N,ZIBGPFATKBEMQZ,C6H14O4,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,False,1,0
mol_924b90bf9563cf86,"InChI=1S/C8H2F16/c9-1(10)3(13,14)5(17,18)7(21,22)8(23,24)6(19,20)4(15,16)2(11)12/h1-2H","1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-hexadecafluorooctane","[""JCRVQXKRULILSR-UHFFFAOYSA-N""]",2025.09.6,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,"InChI=1S/C8H2F16/c9-1(10)3(13,14)5(17,18)7(21,22)8(23,24)6(19,20)4(15,16)2(11)12/h1-2H",JCRVQXKRULILSR-UHFFFAOYSA-N,JCRVQXKRULILSR,C8H2F16,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,10,0
mol_9250348909aba0f8,"InChI=1S/C7H7Cl/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",2-chlorotoluene,"[""IBSQPLPBRSHTTG-UHFFFAOYSA-N""]",2025.09.6,Cc1ccccc1Cl,"InChI=1S/C7H7Cl/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",IBSQPLPBRSHTTG-UHFFFAOYSA-N,IBSQPLPBRSHTTG,C7H7Cl,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,True,True,14,0
mol_9311eee845da4726,"InChI=1S/C10H18O4/c1-7(2)13-9(11)5-6-10(12)14-8(3)4/h7-8H,5-6H2,1-4H3",bis(1-methylethyl) butanedioate,"[""YPLYFEUBZLLLIY-UHFFFAOYSA-N""]",2025.09.6,CC(C)OC(=O)CCC(=O)OC(C)C,"InChI=1S/C10H18O4/c1-7(2)13-9(11)5-6-10(12)14-8(3)4/h7-8H,5-6H2,1-4H3",YPLYFEUBZLLLIY-UHFFFAOYSA-N,YPLYFEUBZLLLIY,C10H18O4,1,0,False,0,0,0,False,,True,False,grp_642c5927dec37b59,validation,False,False,12,0
mol_935376490ad66f6e,"InChI=1S/C9H18O2/c1-3-4-5-6-7-8-9(10)11-2/h3-8H2,1-2H3",methyl octanoate,"[""JGHZJRVDZXSNKQ-UHFFFAOYSA-N""]",2025.09.6,CCCCCCCC(=O)OC,"InChI=1S/C9H18O2/c1-3-4-5-6-7-8-9(10)11-2/h3-8H2,1-2H3",JGHZJRVDZXSNKQ-UHFFFAOYSA-N,JGHZJRVDZXSNKQ,C9H18O2,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,16,0
mol_936b68c0e81780ff,"InChI=1S/C13H26O2/c1-3-4-5-6-7-8-9-10-11-12-15-13(2)14/h3-12H2,1-2H3","1-undecanol, acetate","[""CKQGCFFDQIFZFA-UHFFFAOYSA-N""]",2025.09.6,CCCCCCCCCCCOC(C)=O,"InChI=1S/C13H26O2/c1-3-4-5-6-7-8-9-10-11-12-15-13(2)14/h3-12H2,1-2H3",CKQGCFFDQIFZFA-UHFFFAOYSA-N,CKQGCFFDQIFZFA,C13H26O2,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,False,9,0
mol_93cfd6245e3ad68f,"InChI=1S/C5H13NO/c1-6(2)4-3-5-7/h7H,3-5H2,1-2H3",3-dimethylamino-1-propanol,"[""PYSGFFTXMUWEOT-UHFFFAOYSA-N""]",2025.09.6,CN(C)CCCO,"InChI=1S/C5H13NO/c1-6(2)4-3-5-7/h7H,3-5H2,1-2H3",PYSGFFTXMUWEOT-UHFFFAOYSA-N,PYSGFFTXMUWEOT,C5H13NO,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,False,9,0
mol_942daac293e911e8,InChI=1S/C5H4O2/c6-4-5-2-1-3-7-5/h1-4H,2-furaldehyde,"[""HYBBIBNJHNGZAN-UHFFFAOYSA-N""]",2025.09.6,O=Cc1ccco1,InChI=1S/C5H4O2/c6-4-5-2-1-3-7-5/h1-4H,HYBBIBNJHNGZAN-UHFFFAOYSA-N,HYBBIBNJHNGZAN,C5H4O2,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,41,0
mol_9472915240012651,"InChI=1S/C14H22/c1-13(2,3)11-7-9-12(10-8-11)14(4,5)6/h7-10H,1-6H3","1,4-bis(1,1-dimethylethyl)benzene","[""OOWNNCMFKFBNOF-UHFFFAOYSA-N""]",2025.09.6,CC(C)(C)c1ccc(C(C)(C)C)cc1,"InChI=1S/C14H22/c1-13(2,3)11-7-9-12(10-8-11)14(4,5)6/h7-10H,1-6H3",OOWNNCMFKFBNOF-UHFFFAOYSA-N,OOWNNCMFKFBNOF,C14H22,1,0,False,0,0,0,False,,True,False,grp_8485db366cf61c1d,train,False,True,21,0
mol_94e6e3bf1a1fa03f,"InChI=1S/C6H10O3/c1-5(7)3-4-6(8)9-2/h3-4H2,1-2H3",methyl levulinate,"[""UAGJVSRUFNSIHR-UHFFFAOYSA-N""]",2025.09.6,COC(=O)CCC(C)=O,"InChI=1S/C6H10O3/c1-5(7)3-4-6(8)9-2/h3-4H2,1-2H3",UAGJVSRUFNSIHR-UHFFFAOYSA-N,UAGJVSRUFNSIHR,C6H10O3,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,30,0
mol_953db3858ca974a4,InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,"1,4-dioxane","[""RYHBNJHYFVUHQT-UHFFFAOYSA-N""]",2025.09.6,C1COCCO1,InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,RYHBNJHYFVUHQT-UHFFFAOYSA-N,RYHBNJHYFVUHQT,C4H8O2,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,True,False,27,0
mol_95868041bec1b2e7,"InChI=1S/C7H14O/c1-3-5-7(8)6-4-2/h3-6H2,1-2H3",4-heptanone,"[""HCFAJYNVAYBARA-UHFFFAOYSA-N""]",2025.09.6,CCCC(=O)CCC,"InChI=1S/C7H14O/c1-3-5-7(8)6-4-2/h3-6H2,1-2H3",HCFAJYNVAYBARA-UHFFFAOYSA-N,HCFAJYNVAYBARA,C7H14O,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,False,2,0
mol_969f34406f44f7e7,"InChI=1S/C4H11N/c1-2-3-4-5/h2-5H2,1H3",1-butanamine,"[""HQABUPZFAYXKJW-UHFFFAOYSA-N""]",2025.09.6,CCCCN,"InChI=1S/C4H11N/c1-2-3-4-5/h2-5H2,1H3",HQABUPZFAYXKJW-UHFFFAOYSA-N,HQABUPZFAYXKJW,C4H11N,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,True,False,1,0
mol_96c0a38e580307f0,"InChI=1S/C3H6O3/c1-6-3(5)2-4/h4H,2H2,1H3",methyl hydroxyethanoate,"[""GSJFXBNYJCXDGI-UHFFFAOYSA-N""]",2025.09.6,COC(=O)CO,"InChI=1S/C3H6O3/c1-6-3(5)2-4/h4H,2H2,1H3",GSJFXBNYJCXDGI-UHFFFAOYSA-N,GSJFXBNYJCXDGI,C3H6O3,1,0,False,0,0,0,False,,True,False,grp_96c0a38e580307f0,validation,False,False,7,0
mol_97895e747db97ae6,"InChI=1S/C4H9N/c1-2-4-5-3-1/h5H,1-4H2",pyrrolidine,"[""RWRDLPDLKQPQOW-UHFFFAOYSA-N""]",2025.09.6,C1CCNC1,"InChI=1S/C4H9N/c1-2-4-5-3-1/h5H,1-4H2",RWRDLPDLKQPQOW-UHFFFAOYSA-N,RWRDLPDLKQPQOW,C4H9N,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,True,True,10,0
mol_97b91a30f9b33b70,InChI=1S/C4H4O3/c5-3-1-2-4(6)7-3/h1-2H2,succinic anhydride,"[""RINCXYDBBGOEEQ-UHFFFAOYSA-N""]",2025.09.6,O=C1CCC(=O)O1,InChI=1S/C4H4O3/c5-3-1-2-4(6)7-3/h1-2H2,RINCXYDBBGOEEQ-UHFFFAOYSA-N,RINCXYDBBGOEEQ,C4H4O3,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,False,1,0
mol_98688aad6777a901,"InChI=1S/C9H18O2/c1-3-5-6-7-8-11-9(10)4-2/h3-8H2,1-2H3",hexyl propanoate,"[""GOKKOFHHJFGZHW-UHFFFAOYSA-N""]",2025.09.6,CCCCCCOC(=O)CC,"InChI=1S/C9H18O2/c1-3-5-6-7-8-11-9(10)4-2/h3-8H2,1-2H3",GOKKOFHHJFGZHW-UHFFFAOYSA-N,GOKKOFHHJFGZHW,C9H18O2,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,16,0
mol_988c5d9100ceeb54,"InChI=1S/C8H12N2O3/c1-3-9-6(11)5-7(12)10(4-2)8(9)13/h3-5H2,1-2H3","1,3-diethylbarbituric acid","[""XUCMDLYIYOXEBF-UHFFFAOYSA-N""]",2025.09.6,CCN1C(=O)CC(=O)N(CC)C1=O,"InChI=1S/C8H12N2O3/c1-3-9-6(11)5-7(12)10(4-2)8(9)13/h3-5H2,1-2H3",XUCMDLYIYOXEBF-UHFFFAOYSA-N,XUCMDLYIYOXEBF,C8H12N2O3,1,0,False,0,0,0,False,,True,False,grp_988c5d9100ceeb54,train,False,True,11,0
mol_992b64716911837c,"InChI=1S/C6H10/c1-3-5-6-4-2/h1H,4-6H2,2H3",1-hexyne,"[""CGHIBGNXEGJPQZ-UHFFFAOYSA-N""]",2025.09.6,C#CCCCC,"InChI=1S/C6H10/c1-3-5-6-4-2/h1H,4-6H2,2H3",CGHIBGNXEGJPQZ-UHFFFAOYSA-N,CGHIBGNXEGJPQZ,C6H10,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,False,5,0
mol_993dd610f8117c3b,"InChI=1S/C3H3F5/c4-2(5)1-3(6,7)8/h2H,1H2","1,1,1,3,3-pentafluoropropane","[""MSSNHSVIGIHOJA-UHFFFAOYSA-N""]",2025.09.6,FC(F)CC(F)(F)F,"InChI=1S/C3H3F5/c4-2(5)1-3(6,7)8/h2H,1H2",MSSNHSVIGIHOJA-UHFFFAOYSA-N,MSSNHSVIGIHOJA,C3H3F5,1,0,False,0,0,0,False,,True,False,grp_993dd610f8117c3b,test,False,False,4,0
mol_9b039da63aa3710c,"InChI=1S/C5H14N2/c1-7(2)5-3-4-6/h3-6H2,1-2H3","N,N-dimethyl-1,3-propanediamine","[""IUNMPGNGSSIWFP-UHFFFAOYSA-N""]",2025.09.6,CN(C)CCCN,"InChI=1S/C5H14N2/c1-7(2)5-3-4-6/h3-6H2,1-2H3",IUNMPGNGSSIWFP-UHFFFAOYSA-N,IUNMPGNGSSIWFP,C5H14N2,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,True,True,51,0
mol_9b5c2e3993415780,"InChI=1S/C4H10S/c1-3-5-4-2/h3-4H2,1-2H3",3-thiapentane,"[""LJSQFQKUNVCTIA-UHFFFAOYSA-N""]",2025.09.6,CCSCC,"InChI=1S/C4H10S/c1-3-5-4-2/h3-4H2,1-2H3",LJSQFQKUNVCTIA-UHFFFAOYSA-N,LJSQFQKUNVCTIA,C4H10S,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,True,False,6,0
mol_9b7afa095d460867,"InChI=1S/C14H12O/c15-9-14-12-7-3-1-5-10(12)11-6-2-4-8-13(11)14/h1-8,14-15H,9H2",9-fluorenemethanol,"[""XXSCONYSQQLHTH-UHFFFAOYSA-N""]",2025.09.6,OCC1c2ccccc2-c2ccccc21,"InChI=1S/C14H12O/c15-9-14-12-7-3-1-5-10(12)11-6-2-4-8-13(11)14/h1-8,14-15H,9H2",XXSCONYSQQLHTH-UHFFFAOYSA-N,XXSCONYSQQLHTH,C14H12O,1,0,False,0,0,0,False,,True,False,grp_9b7afa095d460867,validation,False,True,20,0
mol_9bae39b547067706,"InChI=1S/C7H7NO2/c1-6-3-2-4-7(5-6)8(9)10/h2-5H,1H3",3-nitrotoluene,"[""QZYHIOPPLUPUJF-UHFFFAOYSA-N""]",2025.09.6,Cc1cccc([N+](=O)[O-])c1,"InChI=1S/C7H7NO2/c1-6-3-2-4-7(5-6)8(9)10/h2-5H,1H3",QZYHIOPPLUPUJF-UHFFFAOYSA-N,QZYHIOPPLUPUJF,C7H7NO2,1,0,True,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,36,0
mol_9c277a73dd0d1066,"InChI=1S/C9H16O4/c1-3-12-8(10)6-5-7-9(11)13-4-2/h3-7H2,1-2H3",diethyl glutarate,"[""OUWSNHWQZPEFEX-UHFFFAOYSA-N""]",2025.09.6,CCOC(=O)CCCC(=O)OCC,"InChI=1S/C9H16O4/c1-3-12-8(10)6-5-7-9(11)13-4-2/h3-7H2,1-2H3",OUWSNHWQZPEFEX-UHFFFAOYSA-N,OUWSNHWQZPEFEX,C9H16O4,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,15,0
mol_9cc087861df9b063,"InChI=1S/C9H23N3/c1-10(2)6-8-12(5)9-7-11(3)4/h6-9H2,1-5H3","N,N,N',N'',N''-pentamethyldiethylenetriamine","[""UKODFQOELJFMII-UHFFFAOYSA-N""]",2025.09.6,CN(C)CCN(C)CCN(C)C,"InChI=1S/C9H23N3/c1-10(2)6-8-12(5)9-7-11(3)4/h6-9H2,1-5H3",UKODFQOELJFMII-UHFFFAOYSA-N,UKODFQOELJFMII,C9H23N3,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,13,0
mol_9d47f5f4c0b23422,"InChI=1S/C7H7NO2/c1-10-7(9)6-2-4-8-5-3-6/h2-5H,1H3",methyl 4-pyridinecarboxylate,"[""OLXYLDUSSBULGU-UHFFFAOYSA-N""]",2025.09.6,COC(=O)c1ccncc1,"InChI=1S/C7H7NO2/c1-10-7(9)6-2-4-8-5-3-6/h2-5H,1H3",OLXYLDUSSBULGU-UHFFFAOYSA-N,OLXYLDUSSBULGU,C7H7NO2,1,0,False,0,0,0,False,,True,False,grp_eacde2a75ccb5ff9,train,True,True,31,0
mol_9da490861744c9f8,"InChI=1S/C12H22O4/c1-15-11(13)9-7-5-3-4-6-8-10-12(14)16-2/h3-10H2,1-2H3",dimethyl sebacate,"[""ALOUNLDAKADEEB-UHFFFAOYSA-N""]",2025.09.6,COC(=O)CCCCCCCCC(=O)OC,"InChI=1S/C12H22O4/c1-15-11(13)9-7-5-3-4-6-8-10-12(14)16-2/h3-10H2,1-2H3",ALOUNLDAKADEEB-UHFFFAOYSA-N,ALOUNLDAKADEEB,C12H22O4,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,12,0
mol_9e960601c6c0fbaf,"InChI=1S/C13H10O/c14-13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)13/h1-8,13-14H",9H-fluoren-9-ol,"[""AFMVESZOYKHDBJ-UHFFFAOYSA-N""]",2025.09.6,OC1c2ccccc2-c2ccccc21,"InChI=1S/C13H10O/c14-13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)13/h1-8,13-14H",AFMVESZOYKHDBJ-UHFFFAOYSA-N,AFMVESZOYKHDBJ,C13H10O,1,0,False,0,0,0,False,,True,False,grp_f74960087f7dfc07,validation,False,True,20,0
mol_9ea52b961b4fd060,"InChI=1S/C7H16O/c1-4-7(8,5-2)6-3/h8H,4-6H2,1-3H3",3-ethyl-3-pentanol,"[""XKIRHOWVQWCYBT-UHFFFAOYSA-N""]",2025.09.6,CCC(O)(CC)CC,"InChI=1S/C7H16O/c1-4-7(8,5-2)6-3/h8H,4-6H2,1-3H3",XKIRHOWVQWCYBT-UHFFFAOYSA-N,XKIRHOWVQWCYBT,C7H16O,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,13,0
mol_9eafc8e78e05bf3c,"InChI=1S/C5H13NO/c1-5(2)6-3-4-7/h5-7H,3-4H2,1-2H3",2-isopropylaminoethanol,"[""RILLZYSZSDGYGV-UHFFFAOYSA-N""]",2025.09.6,CC(C)NCCO,"InChI=1S/C5H13NO/c1-5(2)6-3-4-7/h5-7H,3-4H2,1-2H3",RILLZYSZSDGYGV-UHFFFAOYSA-N,RILLZYSZSDGYGV,C5H13NO,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,32,0
mol_9edff65ca060e7d5,"InChI=1S/C15H29N/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16/h2-14H2,1H3",1-tetradecyl cyanide,"[""KRKQHNVYOWTEQO-UHFFFAOYSA-N""]",2025.09.6,CCCCCCCCCCCCCCC#N,"InChI=1S/C15H29N/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16/h2-14H2,1H3",KRKQHNVYOWTEQO-UHFFFAOYSA-N,KRKQHNVYOWTEQO,C15H29N,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,13,0
mol_9f070bda8683a3b6,"InChI=1S/C4H12N2O/c5-1-2-6-3-4-7/h6-7H,1-5H2",N-(2-aminoethyl)ethanolamine,"[""LHIJANUOQQMGNT-UHFFFAOYSA-N""]",2025.09.6,NCCNCCO,"InChI=1S/C4H12N2O/c5-1-2-6-3-4-7/h6-7H,1-5H2",LHIJANUOQQMGNT-UHFFFAOYSA-N,LHIJANUOQQMGNT,C4H12N2O,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,33,0
mol_a028f4db66891af2,"InChI=1S/C9H16O4/c1-3-5-12-8(10)7-9(11)13-6-4-2/h3-7H2,1-2H3","dipropyl 1,3-propanedioate","[""LWIWFCDNJNZEKB-UHFFFAOYSA-N""]",2025.09.6,CCCOC(=O)CC(=O)OCCC,"InChI=1S/C9H16O4/c1-3-5-12-8(10)7-9(11)13-6-4-2/h3-7H2,1-2H3",LWIWFCDNJNZEKB-UHFFFAOYSA-N,LWIWFCDNJNZEKB,C9H16O4,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,16,0
mol_a05de3c299ebdca6,"InChI=1S/C12H22O4/c1-3-5-9-15-11(13)7-8-12(14)16-10-6-4-2/h3-10H2,1-2H3","butanedioic acid, dibutyl ester","[""YUXIBTJKHLUKBD-UHFFFAOYSA-N""]",2025.09.6,CCCCOC(=O)CCC(=O)OCCCC,"InChI=1S/C12H22O4/c1-3-5-9-15-11(13)7-8-12(14)16-10-6-4-2/h3-10H2,1-2H3",YUXIBTJKHLUKBD-UHFFFAOYSA-N,YUXIBTJKHLUKBD,C12H22O4,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,18,0
