molecule_a,molecule_b,kind,key,similarity
mol_e687bcf74e76aad5,mol_a557d965b4ca95e1,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_e687bcf74e76aad5,mol_670136e04246f1d5,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7142857142857143
mol_e687bcf74e76aad5,mol_435971c8aa9ce0da,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9230769230769231
mol_e687bcf74e76aad5,mol_b8293313f61ea38f,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_7e0d1a628651aee9,mol_4e4c72058c054de2,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_7e0d1a628651aee9,mol_969f34406f44f7e7,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7142857142857143
mol_7e0d1a628651aee9,mol_b4ec50115958b3dd,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9230769230769231
mol_449e356636794f41,mol_32e4362dde7a3ed7,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_449e356636794f41,mol_3102cb64a36fdac1,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_449e356636794f41,mol_cad807bef9abf402,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_449e356636794f41,mol_47abed7f530ce168,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.875
mol_449e356636794f41,mol_ea8ab19c57483e79,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_449e356636794f41,mol_61fcafdd88a47b4b,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_32facc64508e019f,mol_7ff2a8a99ea3e83d,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.75
mol_214efcd2971bdb13,mol_4f518c4827747974,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7647058823529411
mol_214efcd2971bdb13,mol_7a16410ce17aa41e,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9375
mol_214efcd2971bdb13,mol_5fdb3f96e8ca0576,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_517756553f493ba0,mol_3ead941b0482ece6,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_e386b69d862ccfe9,mol_a69950d65071f1d9,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9583333333333334
mol_e386b69d862ccfe9,mol_4425bf195a41c22d,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9583333333333334
mol_e386b69d862ccfe9,mol_0dcdaa24497d41f8,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9583333333333334
mol_e386b69d862ccfe9,mol_6fb93874f723608d,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9583333333333334
mol_e386b69d862ccfe9,mol_d8a68c6cf575f9d8,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9583333333333334
mol_e386b69d862ccfe9,mol_ea2566e6eed8815a,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.72
mol_047b0590b532ef16,mol_b7d29ccd815de3fe,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8518518518518519
mol_047b0590b532ef16,mol_acf575de292611d9,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8518518518518519
mol_047b0590b532ef16,mol_e62082959f534889,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8518518518518519
mol_047b0590b532ef16,mol_a10b91d37db2843a,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8518518518518519
mol_047b0590b532ef16,mol_804f26f30916a635,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8518518518518519
mol_047b0590b532ef16,mol_b2ea93772c7f152a,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7692307692307693
mol_ad64c2cfe3c93488,mol_a9ed353a5ccfc1d9,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9473684210526315
mol_0598ed94e921fa46,mol_6e1072b3e8e99a61,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9375
mol_0598ed94e921fa46,mol_177310732327f8e6,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9375
mol_0598ed94e921fa46,mol_04b975dcc163284d,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.75
mol_0598ed94e921fa46,mol_9da490861744c9f8,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9375
mol_0598ed94e921fa46,mol_d079a9561d9d2641,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.75
mol_0598ed94e921fa46,mol_5e1a76b3fc001a63,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.75
mol_0598ed94e921fa46,mol_71d239be146a61dd,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.75
mol_0598ed94e921fa46,mol_bace9c8b75de2210,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.75
mol_0598ed94e921fa46,mol_132e4cfc5e4bd727,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.75
mol_0598ed94e921fa46,mol_7adb2b6d969696ae,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.75
mol_0598ed94e921fa46,mol_bbb0421bb336b7e6,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.75
mol_0598ed94e921fa46,mol_8f8d88329a658c4a,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.75
mol_0598ed94e921fa46,mol_2c8fece1c354948f,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7368421052631579
mol_0598ed94e921fa46,mol_f3ea48a487080019,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.875
mol_0598ed94e921fa46,mol_41edcf15887aae47,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7894736842105263
mol_17d7810440ddcdc4,mol_757f79c7ac5d216c,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7777777777777778
mol_17d7810440ddcdc4,mol_90b69659cd0ca4f3,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7894736842105263
mol_ea37acee7bc3d9f6,mol_58541feb3e3ef432,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_ea37acee7bc3d9f6,mol_c1c12a449ac15fd2,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_ea37acee7bc3d9f6,mol_f23ee274fe9afdfa,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_ea37acee7bc3d9f6,mol_b29c79d05f29858b,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_ea37acee7bc3d9f6,mol_30519df461efd318,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_ea37acee7bc3d9f6,mol_9edff65ca060e7d5,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_ea37acee7bc3d9f6,mol_3399c27a16597145,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_ea37acee7bc3d9f6,mol_219e62ce59668eec,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_ea37acee7bc3d9f6,mol_5dbb586fa38c6136,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7647058823529411
mol_ea37acee7bc3d9f6,mol_581ae09a60a3f350,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_c24403b08adc6841,mol_583617cfddce87a5,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7647058823529411
mol_09d5eafc1ff3f677,mol_70e48880798be543,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9411764705882353
mol_5810135448f6321f,mol_dd7217c8aa001588,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8
mol_5810135448f6321f,mol_2850223b4ba7abbb,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9473684210526315
mol_5810135448f6321f,mol_d6ae19349f751551,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_8095247005666df6,mol_86789b7323092b84,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_8095247005666df6,mol_4199743daa2b7d43,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_8095247005666df6,mol_4a28f84362f8850d,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_8095247005666df6,mol_936b68c0e81780ff,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_8095247005666df6,mol_ef45e640776b6df4,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_8095247005666df6,mol_8b35c2231ef8d146,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_8095247005666df6,mol_39beef09cdd1ae08,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8095238095238095
mol_8095247005666df6,mol_1871fd7f7f59d3ae,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.95
mol_4ffa7abfb5a2e402,mol_6e1072b3e8e99a61,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8
mol_4ffa7abfb5a2e402,mol_177310732327f8e6,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8
mol_4ffa7abfb5a2e402,mol_04b975dcc163284d,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_4ffa7abfb5a2e402,mol_9da490861744c9f8,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8
mol_4ffa7abfb5a2e402,mol_d079a9561d9d2641,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_4ffa7abfb5a2e402,mol_5e1a76b3fc001a63,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_4ffa7abfb5a2e402,mol_71d239be146a61dd,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_4ffa7abfb5a2e402,mol_bace9c8b75de2210,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_4ffa7abfb5a2e402,mol_132e4cfc5e4bd727,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_4ffa7abfb5a2e402,mol_7adb2b6d969696ae,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_4ffa7abfb5a2e402,mol_bbb0421bb336b7e6,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_4ffa7abfb5a2e402,mol_2c8fece1c354948f,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8095238095238095
mol_4ffa7abfb5a2e402,mol_41edcf15887aae47,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.95
mol_4ffa7abfb5a2e402,mol_0598ed94e921fa46,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.75
mol_a52eb3ec1414bb0f,mol_4430dd0cb0a3c055,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9523809523809523
mol_a52eb3ec1414bb0f,mol_5acfd4736e755185,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8571428571428571
mol_8b8ce5ecf64b8081,mol_757f79c7ac5d216c,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.85
mol_8b8ce5ecf64b8081,mol_6cab4fbead32f0ef,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9523809523809523
mol_8b8ce5ecf64b8081,mol_fc2d93121de8a8dd,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9523809523809523
mol_8b8ce5ecf64b8081,mol_8e04cff78b5bee09,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9523809523809523
mol_8b8ce5ecf64b8081,mol_e356f62a95258c32,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9523809523809523
mol_8b8ce5ecf64b8081,mol_54948f46fab8b549,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9523809523809523
mol_f4140df6fa2e15f2,mol_39beef09cdd1ae08,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7391304347826086
mol_6175878e18979484,mol_97895e747db97ae6,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8888888888888888
mol_6175878e18979484,mol_6fe75c0be8cd2f8a,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_6175878e18979484,mol_f599bee9d7f71e01,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_6175878e18979484,mol_3990f91812cec3f3,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_913f04ec4de50c29,mol_a3ab0bd2d4d80422,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_913f04ec4de50c29,mol_58c591d9024d1c78,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_913f04ec4de50c29,mol_7a77950532c8e700,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_913f04ec4de50c29,mol_bf39f6deed5d4b6a,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_913f04ec4de50c29,mol_54f775b9989c3033,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_913f04ec4de50c29,mol_b859097b55ec40b9,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_913f04ec4de50c29,mol_6fb10df1545ca2d8,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_913f04ec4de50c29,mol_b73eb28e83f057b0,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_913f04ec4de50c29,mol_866fb9c9956bdce9,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_913f04ec4de50c29,mol_c26df780d586cbf1,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_913f04ec4de50c29,mol_e9e23b59358f5358,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_913f04ec4de50c29,mol_53217b7c973288fe,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_913f04ec4de50c29,mol_1bf941bfa23883d2,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_913f04ec4de50c29,mol_2ea49b3823ebd7ad,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.875
mol_913f04ec4de50c29,mol_538c4f0d7c4ce97e,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_a39fe39f3d910b4e,mol_2e538f5e181d5946,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_a39fe39f3d910b4e,mol_a557d965b4ca95e1,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_a39fe39f3d910b4e,mol_670136e04246f1d5,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7142857142857143
mol_a39fe39f3d910b4e,mol_435971c8aa9ce0da,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9230769230769231
mol_a39fe39f3d910b4e,mol_b8293313f61ea38f,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_a39fe39f3d910b4e,mol_e687bcf74e76aad5,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_6a1b88d7d4729d66,mol_72cc05bdc47c9de8,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9230769230769231
mol_6a1b88d7d4729d66,mol_3828be354437d436,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7333333333333333
mol_6a1b88d7d4729d66,mol_a6ed1653bde80123,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7333333333333333
mol_b3ee2ab98d9cebaf,mol_8ba34edb9356bbe8,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8235294117647058
mol_10ae2d7874bda204,mol_4e4c72058c054de2,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_10ae2d7874bda204,mol_969f34406f44f7e7,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7142857142857143
mol_10ae2d7874bda204,mol_b4ec50115958b3dd,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9230769230769231
mol_10ae2d7874bda204,mol_7e0d1a628651aee9,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_09c6576738d86b71,mol_32e4362dde7a3ed7,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_09c6576738d86b71,mol_3102cb64a36fdac1,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_09c6576738d86b71,mol_cad807bef9abf402,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_09c6576738d86b71,mol_47abed7f530ce168,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.875
mol_09c6576738d86b71,mol_ea8ab19c57483e79,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_09c6576738d86b71,mol_61fcafdd88a47b4b,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_09c6576738d86b71,mol_449e356636794f41,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_cee7ca25fc127d19,mol_e03ddfeaf65a0134,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_cee7ca25fc127d19,mol_7d34fb354feeab2c,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_3d3be792b2873832,mol_4f518c4827747974,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7647058823529411
mol_3d3be792b2873832,mol_7a16410ce17aa41e,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9375
mol_3d3be792b2873832,mol_5fdb3f96e8ca0576,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_3d3be792b2873832,mol_214efcd2971bdb13,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_4603750e706845d0,mol_819a139398c7c5de,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7083333333333334
mol_45c573e23e91147e,mol_924b90bf9563cf86,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8
mol_8a01cf41c2268836,mol_3ead941b0482ece6,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_8a01cf41c2268836,mol_517756553f493ba0,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_7732f9f65b01059d,mol_2d51bd32961be5de,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7241379310344828
mol_d5352051e8c4f61f,mol_a82c5379fe350441,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8888888888888888
mol_d5352051e8c4f61f,mol_efa9f86fc8afad84,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8888888888888888
mol_cf369ca199c477af,mol_a69950d65071f1d9,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_cf369ca199c477af,mol_4425bf195a41c22d,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_cf369ca199c477af,mol_0dcdaa24497d41f8,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_cf369ca199c477af,mol_6fb93874f723608d,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_cf369ca199c477af,mol_d8a68c6cf575f9d8,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_cf369ca199c477af,mol_e386b69d862ccfe9,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9583333333333334
mol_7d567108b50dd650,mol_b7d29ccd815de3fe,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9615384615384616
mol_7d567108b50dd650,mol_acf575de292611d9,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9615384615384616
mol_7d567108b50dd650,mol_e62082959f534889,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9615384615384616
mol_7d567108b50dd650,mol_a10b91d37db2843a,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9615384615384616
mol_7d567108b50dd650,mol_804f26f30916a635,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9615384615384616
mol_7d567108b50dd650,mol_b2ea93772c7f152a,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7407407407407407
mol_7d567108b50dd650,mol_047b0590b532ef16,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8846153846153846
mol_20837b2036542f40,mol_65b637e94cd66c7e,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7037037037037037
mol_6a2881146cb0a319,mol_a05de3c299ebdca6,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8260869565217391
mol_6a2881146cb0a319,mol_efd9aec2c69162b7,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.72
mol_6a2881146cb0a319,mol_124c5d93a23a9e5f,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.72
mol_bd2ed19f55eb1e21,mol_6e1072b3e8e99a61,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_bd2ed19f55eb1e21,mol_177310732327f8e6,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_bd2ed19f55eb1e21,mol_04b975dcc163284d,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8
mol_bd2ed19f55eb1e21,mol_9da490861744c9f8,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_bd2ed19f55eb1e21,mol_d079a9561d9d2641,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8
mol_bd2ed19f55eb1e21,mol_5e1a76b3fc001a63,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8
mol_bd2ed19f55eb1e21,mol_71d239be146a61dd,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8
mol_bd2ed19f55eb1e21,mol_bace9c8b75de2210,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8
mol_bd2ed19f55eb1e21,mol_132e4cfc5e4bd727,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8
mol_bd2ed19f55eb1e21,mol_7adb2b6d969696ae,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8
mol_bd2ed19f55eb1e21,mol_bbb0421bb336b7e6,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8
mol_bd2ed19f55eb1e21,mol_8f8d88329a658c4a,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7058823529411765
mol_bd2ed19f55eb1e21,mol_2c8fece1c354948f,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7
mol_bd2ed19f55eb1e21,mol_f3ea48a487080019,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8235294117647058
mol_bd2ed19f55eb1e21,mol_41edcf15887aae47,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.75
mol_bd2ed19f55eb1e21,mol_0598ed94e921fa46,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9375
mol_bd2ed19f55eb1e21,mol_4ffa7abfb5a2e402,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8
mol_9c277a73dd0d1066,mol_757f79c7ac5d216c,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8888888888888888
mol_9c277a73dd0d1066,mol_6cab4fbead32f0ef,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7272727272727273
mol_9c277a73dd0d1066,mol_fc2d93121de8a8dd,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7272727272727273
mol_9c277a73dd0d1066,mol_8e04cff78b5bee09,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7272727272727273
mol_9c277a73dd0d1066,mol_e356f62a95258c32,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7272727272727273
mol_9c277a73dd0d1066,mol_54948f46fab8b549,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7272727272727273
mol_9c277a73dd0d1066,mol_17d7810440ddcdc4,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7777777777777778
mol_9c277a73dd0d1066,mol_8b8ce5ecf64b8081,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7619047619047619
mol_a028f4db66891af2,mol_6d0384966495a309,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7
mol_a028f4db66891af2,mol_3f0db888fe369723,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7142857142857143
mol_22159cf19c24ba5e,mol_58541feb3e3ef432,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_22159cf19c24ba5e,mol_c1c12a449ac15fd2,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_22159cf19c24ba5e,mol_f23ee274fe9afdfa,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_22159cf19c24ba5e,mol_b29c79d05f29858b,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_22159cf19c24ba5e,mol_30519df461efd318,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_22159cf19c24ba5e,mol_9edff65ca060e7d5,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_22159cf19c24ba5e,mol_3399c27a16597145,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_22159cf19c24ba5e,mol_219e62ce59668eec,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_22159cf19c24ba5e,mol_5dbb586fa38c6136,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7647058823529411
mol_22159cf19c24ba5e,mol_581ae09a60a3f350,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_22159cf19c24ba5e,mol_ea37acee7bc3d9f6,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_cba4c6228a6938ca,mol_233b54030a79656e,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7647058823529411
mol_aa0ace4207225373,mol_dd7217c8aa001588,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8
mol_aa0ace4207225373,mol_2850223b4ba7abbb,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9473684210526315
mol_aa0ace4207225373,mol_d6ae19349f751551,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_aa0ace4207225373,mol_5810135448f6321f,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_b1900020b9218f7f,mol_86789b7323092b84,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_b1900020b9218f7f,mol_4199743daa2b7d43,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_b1900020b9218f7f,mol_4a28f84362f8850d,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_b1900020b9218f7f,mol_936b68c0e81780ff,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_b1900020b9218f7f,mol_ef45e640776b6df4,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_b1900020b9218f7f,mol_8b35c2231ef8d146,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_b1900020b9218f7f,mol_39beef09cdd1ae08,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8095238095238095
mol_b1900020b9218f7f,mol_1871fd7f7f59d3ae,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.95
mol_b1900020b9218f7f,mol_8095247005666df6,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
